Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
387,Maguinho,br BRA,DFMF,Goiás,29,1993,21.6,1.90,1.20,1.11,0.46,0.32,0.83,1.44,58.1,0.60,0.88,0.51,0.37,1.57,3.47,3.15,0.00,Matches,d1c855c5
388,Gustavo Maia,br BRA,FW,Internacional,21,2001,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,Matches,b36fed1d
389,Leonardo Maia,br BRA,MF,Bragantino,18,2003,0.3,,0.00,,,,,,,,,,,0.00,,,,Matches,a6f491e2
390,Pablo Maia,br BRA,MF,São Paulo,20,2002,22.8,1.80,0.83,1.05,0.75,0.00,0.88,1.93,45.5,1.05,1.58,0.39,1.18,0.92,2.72,1.27,0.04,Matches,3a243771
391,Thiago Maia,br BRA,MF,Flamengo,24,1997,17.2,2.56,1.51,0.99,1.22,0.35,1.28,2.62,48.9,1.34,1.05,0.41,0.64,1.40,3.95,1.57,0.00,Matches,91e58f66
392,Maicon,br BRA,DF,Santos,33,1988,21.3,1.36,0.94,1.03,0.33,0.00,1.08,1.69,63.9,0.61,1.78,1.17,0.61,1.36,2.72,5.31,0.05,Matches,2a8683b9
393,Iago Maidana,br BRA,DF,América (MG),25,1996,11.5,0.70,0.52,0.52,0.17,0.00,0.35,0.96,36.4,0.61,0.52,0.43,0.09,0.70,1.39,5.48,0.00,Matches,e65a5924
394,Léo Mana,br BRA,DF,Corinthians,17,2004,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,6.00,6.00,2.00,0.00,Matches,d7a180bc
395,Alef Manga,br BRA,FWMF,Coritiba,27,1994,27.0,1.56,0.85,0.52,0.63,0.41,0.59,1.22,48.5,0.63,1.44,0.00,1.44,0.56,2.11,0.59,0.00,Matches,559782c4
396,Manoel,br BRA,DF,Fluminense,31,1990,27.2,0.81,0.44,0.40,0.40,0.00,0.48,0.77,61.9,0.29,0.96,0.77,0.18,0.81,1.62,3.42,0.04,Matches,12748e35
397,Gustavo Mantuan,br BRA,FWDF,Corinthians,20,2001,9.6,1.46,0.73,0.63,0.73,0.10,0.21,1.67,12.5,1.46,1.35,0.21,1.15,0.73,2.19,1.25,0.00,Matches,0d717632
398,Luis Manuel Orejuela,co COL,DF,Atl Paranaense,26,1995,13.0,1.92,1.08,1.15,0.54,0.23,1.15,2.00,57.7,0.85,0.62,0.15,0.46,0.77,2.69,2.15,0.00,Matches,e6a6379d
399,Maranhão,br BRA,FW,Botafogo (RJ),19,2002,1.0,,1.00,,,,,,,,,,,0.00,,,,Matches,617f236c
400,Willian Maranhão,br BRA,MFDF,Atl Goianiense,26,1995,14.8,1.69,0.81,0.61,0.81,0.27,1.01,1.55,65.2,0.54,1.28,0.74,0.54,1.49,3.18,3.24,0.07,Matches,f1d95c74
401,Willian Maranhão,br BRA,MF,Santos,26,1995,1.8,3.89,1.67,2.78,0.56,0.56,1.11,3.33,33.3,2.22,2.78,1.11,1.67,0.56,4.44,1.67,0.00,Matches,f1d95c74
402,Fernando Marçal,br BRA,DF,Botafogo (RJ),32,1989,17.1,2.22,1.23,1.29,0.76,0.18,0.99,2.05,48.6,1.05,1.35,0.29,1.05,1.99,4.21,2.22,0.00,Matches,9ae9eaea
403,Marcelo,br BRA,DF,Fortaleza,26,1996,29.0,1.17,0.69,0.76,0.38,0.03,0.72,1.34,53.8,0.62,1.24,0.93,0.31,1.79,2.97,5.17,0.00,Matches,300b455d
404,Marcinho,br BRA,FWMF,Avaí,26,1995,5.8,2.07,1.55,0.69,0.86,0.52,1.21,1.72,70.0,0.52,1.55,0.17,1.38,0.17,2.24,0.34,0.00,Matches,5465c7f9
405,Mariano,br BRA,DF,Atlético Mineiro,35,1986,19.2,2.24,1.56,1.09,0.94,0.21,1.25,2.86,43.6,1.61,0.89,0.05,0.83,1.20,3.44,1.46,0.05,Matches,e26f559f
406,Marinho,br BRA,FW,Flamengo,31,1990,15.3,1.70,0.78,0.65,0.65,0.39,0.72,1.70,42.3,0.98,0.92,0.07,0.85,0.46,2.16,0.39,0.07,Matches,c077c735
407,Rodriguinho Marinho,br BRA,FWMF,Cuiabá,33,1988,16.5,0.97,0.36,0.18,0.55,0.24,0.42,1.03,41.2,0.61,0.73,0.06,0.67,0.24,1.21,0.30,0.00,Matches,0e335a47
408,Marlon,br BRA,DF,América (MG),27,1994,24.3,2.35,1.52,1.48,0.74,0.12,1.28,2.06,62.0,0.78,1.36,0.58,0.78,1.81,4.16,2.47,0.00,Matches,a87b508e
409,Marlon,br BRA,DF,Fluminense,24,1997,3.0,1.67,1.33,1.00,0.33,0.33,1.33,2.00,66.7,0.67,0.67,0.67,0.00,1.67,3.33,4.67,0.00,Matches,63969d01
410,Marlon,br BRA,MFFW,Juventude,31,1990,4.5,1.11,0.44,0.44,0.44,0.22,0.22,2.44,9.1,2.22,1.33,0.00,1.33,1.33,2.44,1.56,0.00,Matches,455c6130
411,Marlos,ua UKR,MFFW,Atl Paranaense,33,1988,1.7,0.59,0.00,0.59,0.00,0.00,0.59,0.59,100.0,0.00,1.18,0.00,1.18,0.00,0.59,0.00,0.00,Matches,9139bb12
412,Felipe Marques,br BRA,FWMF,Cuiabá,32,1990,10.6,0.75,0.66,0.28,0.19,0.28,0.09,1.23,7.7,1.13,0.85,0.19,0.66,1.23,1.98,0.47,0.00,Matches,30139a1c
413,Gustavo Marques,br BRA,DF,América (MG),20,2001,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,Matches,b4fce835
414,Marquinhos,br BRA,MF,São Paulo,18,2003,0.3,3.33,3.33,0.00,3.33,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,3.33,3.33,0.00,Matches,59878425
415,Marquinhos,br BRA,FWMF,Cuiabá,25,1997,2.2,3.64,2.27,1.36,1.82,0.45,1.36,3.64,37.5,2.27,1.36,0.00,1.36,1.36,5.00,0.91,0.00,Matches,a9c95220
416,Marrony,br BRA,FWMF,Fluminense,22,1999,2.0,3.00,1.50,1.00,0.50,1.50,0.50,0.50,100.0,0.00,3.00,0.00,3.00,0.50,3.50,1.50,0.00,Matches,1dff86ec
417,Matheus Martinelli,br BRA,MF,Fluminense,20,2001,18.0,2.33,1.44,0.89,1.06,0.39,0.83,1.39,60.0,0.56,1.50,0.61,0.89,0.78,3.11,1.22,0.00,Matches,2b124c8c
418,Adrián Martínez,ar ARG,FWMF,Coritiba,29,1992,11.1,0.63,0.45,0.18,0.18,0.27,0.18,0.99,18.2,0.81,0.54,0.00,0.54,0.36,0.99,0.27,0.00,Matches,6c513f98
419,Matheus Martins,br BRA,FWMF,Fluminense,18,2003,17.8,1.69,0.84,0.45,0.73,0.51,0.28,1.01,27.8,0.73,0.90,0.22,0.67,0.56,2.25,0.62,0.00,Matches,73fd2787
420,Wellington Martins,br BRA,MF,Fluminense,31,1991,7.0,1.43,0.43,0.86,0.57,0.00,0.86,1.57,54.5,0.71,1.14,0.71,0.43,1.00,2.43,1.43,0.00,Matches,0430d656
421,Gonzalo Mastriani,uy URU,FW,América (MG),28,1993,5.2,0.38,0.38,0.00,0.19,0.19,0.19,0.77,25.0,0.58,0.77,0.00,0.77,0.00,0.38,0.77,0.00,Matches,b4339e2b
422,Mateusão,br BRA,FWMF,Flamengo,17,2004,2.5,0.40,0.00,0.00,0.40,0.00,0.00,0.80,0.0,0.80,0.40,0.00,0.40,0.00,0.40,2.00,0.00,Matches,78bee906
423,William Matheus,br BRA,DF,Juventude,31,1990,10.1,1.29,0.59,0.59,0.59,0.10,0.69,0.79,87.5,0.10,0.89,0.50,0.40,0.50,1.78,4.06,0.00,Matches,3498ddf4
424,Matheusinho,br BRA,MFFW,América (MG),23,1998,15.3,1.63,1.05,0.39,0.72,0.52,0.65,1.57,41.7,0.92,0.65,0.13,0.52,1.11,2.75,0.33,0.00,Matches,74f5a96d
425,Matheuzinho,br BRA,DF,Flamengo,21,2000,23.9,2.22,1.59,1.21,0.75,0.25,1.26,1.88,66.7,0.63,1.05,0.33,0.71,1.09,3.31,1.80,0.00,Matches,2a5bc0cd
426,Diego Matos,br BRA,DF,Avaí,25,1997,1.2,3.33,2.50,2.50,0.00,0.83,2.50,3.33,75.0,0.83,1.67,0.00,1.67,1.67,5.00,2.50,0.00,Matches,4b799458
427,Mauricio,br BRA,FWMF,Internacional,20,2001,17.4,1.09,0.46,0.29,0.52,0.29,0.34,1.32,26.1,0.98,0.57,0.06,0.52,0.92,2.01,0.57,0.00,Matches,bf4cbc22
428,Maycon,br BRA,MF,Corinthians,24,1997,8.8,1.36,0.34,0.91,0.34,0.11,0.91,2.95,30.8,2.05,1.02,0.34,0.68,1.25,2.61,1.14,0.11,Matches,005ca692
429,Mayke,br BRA,DFFW,Palmeiras,29,1992,16.3,2.09,1.23,0.86,0.86,0.37,0.86,1.90,45.2,1.04,1.23,0.25,0.98,1.84,3.93,1.66,0.00,Matches,47431289
430,Bruno Melo,br BRA,DFMF,Corinthians,29,1992,4.9,0.61,0.61,0.20,0.20,0.20,0.61,0.82,75.0,0.20,0.82,0.20,0.61,0.61,1.22,2.65,0.00,Matches,41ee21ae
431,Felipe Melo,br BRA,DFMF,Fluminense,38,1983,8.1,0.99,0.62,0.62,0.37,0.00,0.49,1.73,28.6,1.23,1.36,1.11,0.25,1.36,2.35,3.33,0.00,Matches,b14d84d3
432,Darlan Mendes,br BRA,MFFW,Juventude,23,1998,1.3,0.77,0.77,0.77,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.77,1.54,0.00,0.77,Matches,a86f0d7b
433,Nathan Mendes,br BRA,DF,Coritiba,19,2002,5.0,1.60,1.20,0.80,0.60,0.20,1.20,1.80,66.7,0.60,0.40,0.40,0.00,1.20,2.80,3.40,0.00,Matches,c5aa7b35
434,Vitor Mendes,br BRA,DF,Juventude,22,1999,18.3,1.04,0.49,0.87,0.16,0.00,0.60,1.26,47.8,0.66,0.71,0.60,0.11,1.53,2.57,3.93,0.00,Matches,3cdbeab9
435,Bruno Méndez,uy URU,DF,Internacional,22,1999,4.8,1.46,0.63,1.04,0.21,0.21,1.25,1.67,75.0,0.42,1.46,1.04,0.42,1.25,2.71,3.13,0.00,Matches,66017b9d
436,Bruno Méndez,uy URU,DF,Corinthians,22,1999,12.6,2.30,1.51,1.67,0.63,0.00,1.19,2.06,57.7,0.87,1.67,0.63,1.03,1.43,3.73,2.46,0.00,Matches,66017b9d
437,Stiven Mendoza,co COL,FW,Ceará,29,1992,25.9,0.85,0.35,0.31,0.23,0.31,0.35,0.66,52.9,0.31,0.62,0.00,0.62,0.15,1.00,0.23,0.00,Matches,e68f2cb4
438,Ramon Menezes Roma,br BRA,DF,Atl Goianiense,26,1995,14.0,0.50,0.21,0.43,0.07,0.00,0.14,0.57,25.0,0.43,0.50,0.50,0.00,1.07,1.57,3.57,0.00,Matches,eab48ffb
439,Gabriel Menino,br BRA,MF,Palmeiras,21,2000,10.2,2.06,1.57,1.08,0.88,0.10,0.98,1.57,62.5,0.59,0.69,0.10,0.59,1.18,3.24,1.18,0.00,Matches,01819e70
440,Gabriel Mercado,ar ARG,DF,Internacional,34,1987,23.6,1.27,0.89,1.10,0.17,0.00,0.89,1.27,70.0,0.38,1.19,0.76,0.42,1.27,2.54,3.35,0.00,Matches,bf97c188
441,John Mercado,ec ECU,FW,Atl Paranaense,19,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,d97831ad
442,Miguel Merentiel,uy URU,FWMF,Palmeiras,25,1996,2.6,0.38,0.00,0.38,0.00,0.00,0.38,0.38,100.0,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,Matches,307224a2
443,Messias,br BRA,DF,Ceará,27,1994,23.0,0.48,0.35,0.30,0.17,0.00,0.30,0.43,70.0,0.13,1.17,0.74,0.43,1.00,1.48,5.00,0.00,Matches,70bb3170
444,Lucas Mezenga,br BRA,DF,Botafogo (RJ),20,2001,3.1,2.90,1.29,1.61,0.65,0.65,2.26,3.23,70.0,0.97,1.94,0.65,1.29,2.58,5.48,3.55,0.00,Matches,d62f5849
445,Michel,br BRA,DF,Ceará,31,1990,11.8,0.85,0.68,0.42,0.25,0.17,0.25,0.59,42.9,0.34,0.51,0.34,0.17,1.27,2.12,1.86,0.00,Matches,05384ea1
446,Carlos Miguel,br BRA,GK,Corinthians,23,1998,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,Matches,84454067
447,Fernando Miguel,br BRA,GK,Fortaleza,36,1985,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.10,Matches,f1f06658
448,Miranda,br BRA,DF,São Paulo,37,1984,12.8,1.41,1.17,1.25,0.16,0.00,0.86,1.41,61.1,0.55,1.33,0.70,0.63,1.02,2.42,5.23,0.00,Matches,314f2124
449,Paulo Miranda,br BRA,DF,Juventude,33,1988,16.4,0.37,0.24,0.37,0.00,0.00,0.12,0.30,40.0,0.18,1.28,1.10,0.18,1.34,1.71,5.43,0.00,Matches,93a194e1
450,Paulinho Moccelin,br BRA,MFFW,Juventude,27,1994,4.3,3.02,1.63,1.63,1.40,0.00,2.33,6.28,37.0,3.95,2.09,0.00,2.09,0.93,3.95,1.63,0.00,Matches,d63fb6a8
451,Moisés,br BRA,DF,Internacional,26,1995,6.5,1.23,1.23,0.77,0.46,0.00,0.92,1.08,85.7,0.15,0.46,0.15,0.31,0.92,2.15,2.77,0.00,Matches,a40af810
452,Moises,br BRA,FWMF,Fortaleza,25,1996,25.0,0.64,0.48,0.16,0.20,0.28,0.40,1.60,25.0,1.20,0.60,0.08,0.52,0.40,1.04,0.76,0.00,Matches,ddd07a25
453,Rodrigo Moledo,br BRA,DF,Internacional,34,1987,13.5,1.93,1.19,1.41,0.52,0.00,0.81,0.81,100.0,0.00,1.70,1.26,0.44,1.70,3.63,5.48,0.00,Matches,ce536c37
454,Jacob Montes,us USA,MF,Botafogo (RJ),23,1998,1.0,2.00,1.00,1.00,1.00,0.00,0.00,1.00,0.0,1.00,2.00,1.00,1.00,1.00,3.00,1.00,0.00,Matches,69678c84
455,Moraes,br BRA,DFMF,Juventude,24,1997,15.2,1.71,1.25,1.12,0.53,0.07,0.86,1.38,61.9,0.53,0.59,0.26,0.33,2.04,3.75,2.17,0.00,Matches,9b974a99
456,Airton Moraes,br BRA,GK,América (MG),27,1994,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,5e8682b0
457,Júnior Moraes,ua UKR,FW,Corinthians,34,1987,4.5,1.11,0.89,0.22,0.44,0.44,0.22,0.89,25.0,0.67,0.89,0.22,0.67,0.44,1.56,0.00,0.00,Matches,c43e5e7e
458,Wesley Moraes,br BRA,FW,Internacional,25,1996,3.3,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.0,0.30,0.61,0.00,0.61,0.00,0.00,1.21,0.00,Matches,bfae110f
459,Morato,br BRA,FWMF,Avaí,29,1992,7.3,2.05,1.23,0.68,0.82,0.55,0.82,2.74,30.0,1.92,1.23,0.27,0.96,0.27,2.33,0.27,0.00,Matches,96b49b3b
460,João Moreira,pt POR,DF,São Paulo,17,2004,3.2,1.25,0.63,0.00,0.94,0.31,0.31,0.63,50.0,0.31,1.56,0.63,0.94,1.88,3.13,0.00,0.00,Matches,b3be99e3
461,Lucas Moreira,br BRA,MFFW,Cuiabá,21,2000,1.4,1.43,0.71,0.71,0.00,0.71,0.71,0.71,100.0,0.00,0.00,0.00,0.00,0.71,2.14,0.00,0.00,Matches,b9d412ff
462,Gustavo Mosquito,br BRA,FWMF,Corinthians,24,1997,12.6,1.11,0.32,0.32,0.40,0.40,0.56,1.03,53.8,0.48,0.32,0.08,0.24,0.32,1.43,0.87,0.08,Matches,c9ed46c4
463,Hugo Moura,br BRA,MF,Atl Paranaense,24,1998,19.4,2.06,1.19,1.08,0.98,0.00,1.08,2.58,42.0,1.49,1.49,0.26,1.24,2.22,4.28,1.39,0.00,Matches,14100165
464,Alex Muralha,br BRA,GK,Coritiba,32,1989,19.0,0.05,0.00,0.05,0.00,0.00,0.00,0.05,0.0,0.05,0.00,0.00,0.00,0.00,0.05,0.53,0.11,Matches,38082f12
465,Muriqui,br BRA,FWMF,Avaí,35,1986,14.3,1.40,0.42,0.28,0.98,0.14,0.63,1.68,37.5,1.05,0.77,0.00,0.77,0.70,2.10,0.35,0.00,Matches,a55ac46c
466,Andrey Ramos do Nascimento,br BRA,MF,Coritiba,23,1998,5.4,2.96,2.04,1.11,1.67,0.19,1.67,4.44,37.5,2.78,1.11,0.00,1.11,1.30,4.26,0.74,0.00,Matches,eb55ab5a
467,Matheus Nascimento,br BRA,FWMF,Botafogo (RJ),17,2004,6.8,1.03,0.59,0.44,0.15,0.44,0.15,1.03,14.3,0.88,1.03,0.15,0.88,0.15,1.18,0.88,0.00,Matches,e744c3de
468,Natan,br BRA,DF,Bragantino,20,2001,32.0,1.13,0.78,0.84,0.28,0.00,0.63,0.94,66.7,0.31,0.69,0.47,0.22,1.00,2.13,3.50,0.03,Matches,94bccc82
469,Natanael,br BRA,DF,Coritiba,20,2002,16.0,2.63,1.69,1.69,0.69,0.25,1.31,2.25,58.3,0.94,0.94,0.38,0.56,1.38,4.00,2.69,0.00,Matches,0b618504
470,Natanael,br BRA,DFFW,Avaí,31,1990,13.4,2.31,1.42,1.64,0.45,0.22,1.19,2.09,57.1,0.90,0.75,0.07,0.67,0.90,3.21,1.49,0.00,Matches,ed560575
471,Léo Natel,br BRA,FW,Corinthians,24,1997,0.3,3.33,0.00,0.00,3.33,0.00,3.33,3.33,100.0,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,Matches,cd8d04a2
472,Nathan,br BRA,DF,Santos,20,2001,6.9,2.17,1.01,1.30,0.87,0.00,1.59,2.90,55.0,1.30,1.01,0.29,0.72,1.30,3.48,2.17,0.00,Matches,9fb6420e
473,Nathan,br BRA,MF,Goiás,20,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,eb61284b
474,Nathan,br BRA,MFFW,Fluminense,25,1996,10.7,1.96,1.12,0.47,1.21,0.28,0.56,1.31,42.9,0.75,0.93,0.09,0.84,1.03,2.99,1.12,0.00,Matches,fa00f0c9
475,Nathan,br BRA,FWMF,Avaí,22,1999,1.1,2.73,2.73,0.91,1.82,0.00,0.91,2.73,33.3,1.82,0.00,0.00,0.00,0.00,2.73,0.00,0.00,Matches,e0d5a5e9
476,Rafael Navarro,br BRA,FWMF,Palmeiras,21,2000,8.0,1.88,1.13,0.25,1.13,0.50,0.25,0.88,28.6,0.63,0.75,0.00,0.75,0.00,1.88,0.25,0.00,Matches,4b5ab509
477,Kaiky Naves,br BRA,DFMF,Palmeiras,19,2002,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.50,2.50,0.00,2.50,2.50,2.50,0.00,Matches,621576f9
478,Bruno Nazário,br BRA,MF,Juventude,26,1995,6.5,1.69,0.92,0.62,0.62,0.46,0.77,2.00,38.5,1.23,0.92,0.00,0.92,0.15,1.85,0.15,0.00,Matches,dc1d79a5
479,Neílton,br BRA,FWDF,Coritiba,27,1994,0.9,1.11,1.11,1.11,0.00,0.00,1.11,1.11,100.0,0.00,3.33,0.00,3.33,1.11,2.22,0.00,0.00,Matches,689299a6
480,Gabriel Neris,br BRA,MF,Juventude,20,2001,2.4,1.67,0.42,0.00,1.25,0.42,0.42,1.67,25.0,1.25,2.08,1.25,0.83,1.67,3.33,0.42,0.00,Matches,54fe5551
481,Gustavo Nescau,br BRA,FW,Cuiabá,21,2000,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,Matches,0682693b
482,Rodrigo Nestor,br BRA,MF,São Paulo,21,2000,23.6,1.44,0.81,0.55,0.68,0.21,0.59,1.65,35.9,1.06,0.76,0.13,0.64,1.10,2.54,0.51,0.00,Matches,c04ebe99
483,Gabriel Neves,uy URU,MF,São Paulo,24,1997,6.3,2.06,1.75,0.95,0.95,0.16,1.27,3.49,36.4,2.22,1.11,0.16,0.95,1.43,3.49,1.75,0.00,Matches,2a03fb5f
484,Nicolas,br BRA,FWMF,Goiás,32,1989,11.1,0.90,0.27,0.27,0.45,0.18,0.36,1.17,30.8,0.81,0.72,0.27,0.45,0.36,1.26,2.16,0.00,Matches,0e74a520
485,Nikão,br BRA,FWMF,São Paulo,29,1992,5.8,0.34,0.17,0.17,0.17,0.00,0.00,1.03,0.0,1.03,0.34,0.00,0.34,0.17,0.52,0.69,0.00,Matches,a34bb194
486,Nino,br BRA,DF,Fluminense,24,1997,27.9,1.00,0.75,0.72,0.22,0.07,0.43,0.72,60.0,0.29,0.97,0.61,0.36,1.11,2.11,3.33,0.00,Matches,d4fa2207
487,Gabriel Noga,br BRA,DF,Atl Goianiense,20,2002,0.0,,0,,,,,,,,,,,0,,,,Matches,aa306af5
488,Ygor Nogueira,br BRA,DF,Juventude,26,1995,5.0,2.00,1.00,1.60,0.40,0.00,1.20,1.60,75.0,0.40,1.00,0.40,0.60,1.80,3.80,5.80,0.00,Matches,38466ef3
489,Nonato,br BRA,MF,Fluminense,23,1998,12.1,1.90,1.16,0.33,1.16,0.41,1.07,2.31,46.4,1.24,1.32,0.25,1.07,0.99,2.89,0.74,0.00,Matches,b91a6912
490,Nonoca,br BRA,MF,Avaí,23,1998,11.5,2.35,1.22,1.04,1.13,0.17,1.22,1.74,70.0,0.52,0.87,0.17,0.70,0.70,3.04,1.57,0.00,Matches,06c062d4
491,Gabriel Novaes,br BRA,FWMF,Bragantino,22,1999,4.3,1.40,0.47,0.23,0.47,0.70,0.23,0.23,100.0,0.00,0.47,0.23,0.23,0.47,1.86,0.23,0.00,Matches,297a324a
492,Thales Oleques,br BRA,DF,Avaí,27,1994,6.2,1.94,0.97,1.13,0.81,0.00,1.13,1.94,58.3,0.81,0.97,0.48,0.48,0.65,2.58,4.19,0.00,Matches,a30f8286
493,Bruno Oliveira,br BRA,MFFW,Santos,23,1998,5.0,1.40,0.80,0.20,0.60,0.60,0.60,3.20,18.8,2.60,0.60,0.00,0.60,0.40,1.80,0.60,0.00,Matches,d46904eb
494,Yuri Oliveira Lima,br BRA,MF,Juventude,27,1994,16.8,1.85,0.89,0.95,0.77,0.12,0.65,2.20,29.7,1.55,1.01,0.36,0.65,1.19,3.04,0.83,0.00,Matches,bcf3d64e
495,Pedro Oliveira,br BRA,MFFW,Goiás,17,2004,3.3,3.33,2.12,2.73,0.61,0.00,1.52,3.94,38.5,2.42,3.33,0.00,3.33,0.61,3.94,1.82,0.00,Matches,089b56d8
496,Leo Ortiz,br BRA,DF,Bragantino,26,1996,21.4,1.03,0.51,0.56,0.42,0.05,0.79,1.17,68.0,0.37,1.68,1.17,0.51,1.26,2.29,4.53,0.05,Matches,53834fa2
497,Kelvin Osorio,co COL,MFDF,Cuiabá,28,1993,10.5,2.00,1.33,1.05,0.95,0.00,1.24,2.86,43.3,1.62,0.76,0.00,0.76,0.76,2.76,1.52,0.00,Matches,1247ace9
498,Otávio,br BRA,MF,Atlético Mineiro,27,1994,12.9,2.64,1.47,1.24,1.32,0.08,1.09,2.48,43.8,1.40,1.71,0.23,1.47,0.93,3.57,1.01,0.08,Matches,243f4a0b
499,Luiz Otávio,br BRA,DF,Ceará,33,1988,21.2,1.56,0.99,1.13,0.42,0.00,0.61,1.23,50.0,0.61,1.42,0.90,0.52,2.26,3.82,3.63,0.00,Matches,ed976dd9
500,Rómulo Otero,ve VEN,MFFW,Fortaleza,29,1992,2.6,0.77,0.38,0.38,0.38,0.00,0.38,0.77,50.0,0.38,1.15,0.00,1.15,0.00,0.77,0.00,0.00,Matches,96fdc3c0
501,Luis Oyama,br BRA,MF,Botafogo (RJ),25,1997,12.0,2.58,1.42,1.42,0.92,0.25,1.42,3.67,38.6,2.25,1.58,0.33,1.25,1.42,4.00,1.17,0.08,Matches,ed0c094b
502,Pablo,br BRA,FW,Atl Paranaense,29,1992,16.6,0.72,0.60,0.12,0.36,0.24,0.06,0.24,25.0,0.18,0.54,0.12,0.42,0.66,1.39,1.63,0.00,Matches,1ad394c5
503,Pablo,br BRA,DF,Flamengo,30,1991,21.6,1.25,0.83,0.79,0.46,0.00,0.56,0.83,66.7,0.28,0.83,0.65,0.19,1.57,2.82,4.86,0.09,Matches,29d8ad3f
504,Juan Pablo,br BRA,DFMF,Goiás,19,2002,1.9,1.58,1.05,1.05,0.00,0.53,0.53,1.58,33.3,1.05,0.53,0.00,0.53,1.05,2.63,2.63,0.00,Matches,f40465af
505,Juan Pablo Ramírez,co COL,MFFW,América (MG),24,1997,4.5,1.56,0.67,0.22,1.11,0.22,0.67,1.11,60.0,0.44,0.67,0.00,0.67,0.89,2.44,0.44,0.00,Matches,20a17a29
506,Bruno Pacheco,br BRA,DF,Ceará,30,1991,26.1,,1.26,,,,,,,,,,,1.07,,,,Matches,9b7976e6
507,Igor Paixão,br BRA,FWMF,Coritiba,21,2000,17.2,0.76,0.52,0.23,0.41,0.12,0.23,0.87,26.7,0.64,0.52,0.12,0.41,0.87,1.63,0.64,0.00,Matches,089c7323
508,Pará,br BRA,MF,Juventude,19,2002,0.9,2.22,1.11,0.00,2.22,0.00,1.11,1.11,100.0,0.00,0.00,0.00,0.00,1.11,3.33,2.22,0.00,Matches,5b1cd0cc
509,Nino Paraíba,br BRA,DF,Ceará,36,1986,24.6,1.75,0.89,1.06,0.53,0.16,0.53,0.89,59.1,0.37,1.02,0.12,0.89,1.46,3.21,1.87,0.00,Matches,403ef062
510,Guilherme Parede,br BRA,FWMF,Juventude,26,1995,6.6,,0.30,,,,,,,,,,,0.45,,,,Matches,2da1c94c
511,Weslley Patati,br BRA,FW,Santos,18,2003,0.2,,0.00,,,,,,,,,,,0.00,,,,Matches,0df16cd7
512,Patrick,br BRA,MFFW,São Paulo,29,1992,21.8,2.94,1.65,1.42,0.83,0.69,1.28,2.61,49.1,1.33,1.42,0.09,1.33,0.60,3.53,0.64,0.00,Matches,92add14e
513,Alan Patrick,br BRA,MFFW,Internacional,30,1991,17.5,0.69,0.17,0.11,0.46,0.11,0.34,1.37,25.0,1.03,0.57,0.00,0.57,0.34,1.03,0.23,0.00,Matches,00672021
514,Luan Patrick,br BRA,DF,América (MG),20,2002,9.0,1.44,0.67,0.78,0.67,0.00,0.78,1.33,58.3,0.56,1.56,0.67,0.89,1.33,2.78,3.78,0.00,Matches,dd5d1c85
515,Patryck,br BRA,DF,São Paulo,19,2003,0.3,3.33,3.33,3.33,0.00,0.00,3.33,3.33,100.0,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,Matches,8dcbd7af
516,Giuliano de Paula,br BRA,MF,Corinthians,31,1990,18.4,1.09,0.71,0.43,0.65,0.00,0.65,2.17,30.0,1.52,0.82,0.11,0.71,0.54,1.63,0.87,0.00,Matches,ab1b205d
517,Patrick de Paula,br BRA,MF,Botafogo (RJ),22,1999,11.3,1.24,0.62,0.44,0.71,0.09,0.97,2.74,35.5,1.77,1.68,0.35,1.33,1.50,2.74,1.06,0.09,Matches,9f12fbb7
