Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,-9999
317,Jô,br BRA,FW,Ceará,34,1987,8.7,29.2,1.95,3.10,13.1,13.1,4.94,29.1,0.34,0.34,100.0,0.00,0.0,14.8,64.6,14.4,0.57,0.92,0.11,1.84,0.69,21.5,6.32,Matches,e47d11f8
318,Jô,br BRA,FW,Corinthians,34,1987,2.2,33.6,3.18,4.55,14.1,15.0,2.73,33.6,0.45,0.45,100.0,0.00,0.0,15.9,45.5,11.4,0.00,0.00,0.00,1.36,1.82,28.6,5.45,Matches,e47d11f8
319,Joaquim,br BRA,DF,Cuiabá,23,1998,23.9,53.8,8.79,28.2,22.8,3.14,1.46,53.8,0.50,0.25,50.0,0.21,41.7,26.4,146.8,77.0,0.38,0.59,0.13,0.63,0.13,27.4,0.25,Matches,69e5e199
320,John,br BRA,GK,Santos,25,1996,1.0,31.0,29.0,31.0,0.00,0.00,0.00,31.0,0.00,0.00,,0.00,,13.0,50.0,21.0,0.00,0.00,0.00,0.00,0.00,9.00,0.00,Matches,33a235af
321,Jonas,br BRA,MF,São Paulo,22,1999,0.3,46.7,0.00,3.33,20.0,23.3,0.00,46.7,0.00,0.00,,0.00,,36.7,240.0,100.0,3.33,3.33,0.00,0.00,0.00,40.0,6.67,Matches,32794a5b
322,Felipe Jonatan,br BRA,DF,Santos,23,1998,23.0,70.7,4.17,21.3,37.1,13.7,0.26,70.7,2.13,1.09,51.0,0.96,44.9,36.2,170.4,97.0,1.35,1.22,0.09,0.61,0.61,40.8,2.74,Matches,0102ca7f
323,Jonathan,br BRA,DF,Botafogo (RJ),23,1998,0.5,84.0,0.00,12.0,64.0,8.00,0.00,84.0,0.00,0.00,,0.00,,60.0,154.0,100.0,0.00,2.00,0.00,4.00,0.00,60.0,0.00,Matches,f3f60814
324,Jorge,br BRA,DF,Palmeiras,25,1996,5.2,62.5,2.69,16.9,28.8,16.7,0.58,62.5,2.31,1.35,58.3,0.96,41.7,28.1,146.0,64.4,1.54,2.31,0.19,1.35,0.38,32.9,4.23,Matches,13c44fc5
325,Jorginho,br BRA,MF,Atl Goianiense,31,1991,18.2,61.9,1.81,8.19,30.4,24.3,3.74,61.9,3.08,1.98,64.3,1.10,35.7,37.6,223.3,105.6,2.69,2.86,0.55,1.98,0.93,43.5,5.11,Matches,1f809750
326,Jhojan Julio,ec ECU,FWMF,Santos,23,1998,9.2,46.0,0.65,6.52,21.3,18.8,3.91,46.0,2.50,1.63,65.2,0.87,34.8,27.7,155.4,54.3,0.65,0.87,0.11,4.24,2.07,30.1,5.43,Matches,b1fc89f5
327,Juninho,br BRA,MF,América (MG),35,1986,0.2,75.0,0.00,15.0,45.0,15.0,0.00,75.0,5.00,0.00,0.0,5.00,100.0,45.0,180.0,80.0,0.00,5.00,0.00,0.00,0.00,65.0,0.00,Matches,2cc16e46
328,Juninho,br BRA,MF,América (MG),34,1987,34.5,44.8,2.23,8.61,22.1,15.2,2.81,44.8,2.20,1.16,52.6,0.87,39.5,23.7,131.0,66.9,1.94,1.65,0.32,2.06,1.13,27.3,4.87,Matches,7d10ca2e
329,Renato Junior,br BRA,FWMF,Goiás,19,2002,5.5,36.0,1.09,5.64,16.5,14.9,3.27,36.0,3.64,1.82,50.0,1.45,40.0,18.9,133.8,57.3,1.82,1.64,0.36,4.18,1.45,20.2,5.45,Matches,80b72720
330,Jussa,br BRA,MFDF,Fortaleza,25,1996,7.0,47.3,2.43,7.71,30.7,10.0,1.00,47.3,1.57,1.14,72.7,0.43,27.3,26.6,182.6,92.9,1.14,1.57,0.00,1.43,0.43,27.0,2.14,Matches,883f5dc8
331,Kaiky,br BRA,DF,Santos,18,2004,1.0,48.0,4.00,29.0,19.0,0.00,0.00,48.0,0.00,0.00,,0.00,,30.0,125.0,70.0,0.00,0.00,0.00,0.00,0.00,33.0,0.00,Matches,55634fb8
332,Lucas Kal,br BRA,MF,América (MG),25,1996,24.0,49.0,3.33,13.1,28.8,7.67,0.92,49.0,0.79,0.33,42.1,0.42,52.6,21.5,111.4,55.5,0.75,0.50,0.08,0.79,0.38,25.6,0.83,Matches,33ed689d
333,Kanu,br BRA,DF,Botafogo (RJ),24,1997,16.1,56.1,8.01,30.1,24.8,1.37,0.81,56.1,0.31,0.31,100.0,0.00,0.0,32.5,136.7,66.6,0.06,0.12,0.00,0.19,0.31,36.4,0.00,Matches,fefa9b9a
334,Alan Kardec,br BRA,FWMF,Atlético Mineiro,33,1989,2.9,23.4,0.69,1.03,9.66,13.1,6.90,23.4,0.00,0.00,,0.00,,13.1,39.7,7.93,0.00,0.00,0.00,2.07,0.69,20.3,7.59,Matches,e7fba767
335,Kauan,br BRA,FW,Bragantino,18,2003,0.3,30.0,3.33,3.33,16.7,13.3,3.33,30.0,0.00,0.00,,0.00,,13.3,76.7,70.0,3.33,3.33,0.00,6.67,0.00,16.7,0.00,Matches,34375e0b
336,Kawê,br BRA,MFFW,América (MG),19,2002,0.3,30.0,0.00,6.67,3.33,20.0,6.67,30.0,0.00,0.00,,0.00,,20.0,210.0,30.0,3.33,0.00,0.00,0.00,6.67,23.3,13.3,Matches,f1bca9ec
337,Kayque,br BRA,MF,Botafogo (RJ),21,2000,3.1,51.6,0.65,7.42,33.5,10.6,0.97,51.6,4.52,3.23,71.4,1.29,28.6,28.1,175.8,84.2,1.94,0.97,0.32,3.23,1.29,31.0,0.97,Matches,54b980d6
338,Renato Kayser,br BRA,FW,Fortaleza,25,1996,1.8,28.3,0.56,3.89,13.9,11.7,3.33,28.3,3.33,2.22,66.7,1.11,33.3,15.0,120.0,43.9,1.11,1.11,1.11,1.11,0.00,13.9,3.89,Matches,c7495dda
339,Gabriel Kazu,br BRA,MF,Avaí,22,1999,0.0,7,0,1,5,1,0,7,0,0,,0,,5,26,8,0,0,0,0,0,5,0,Matches,42430d76
340,Keiller,br BRA,GK,Internacional,25,1996,15.0,26.4,23.7,26.4,0.00,0.00,0.00,26.4,0.00,0.00,,0.00,,10.9,72.0,53.5,0.00,0.00,0.00,0.00,0.00,6.20,0.00,Matches,e38fde76
341,Thalisson Kelven,br BRA,DF,Juventude,23,1998,20.0,49.0,11.3,34.0,14.1,1.10,0.80,49.0,0.05,0.00,0.0,0.05,100.0,24.9,111.8,60.1,0.10,0.10,0.00,0.30,0.10,31.1,0.00,Matches,18e87471
342,Kelvi,br BRA,MF,Juventude,19,2002,0.5,20.0,0.00,4.00,16.0,0.00,0.00,20.0,0.00,0.00,,0.00,,10.0,50.0,18.0,0.00,0.00,0.00,0.00,4.00,16.0,0.00,Matches,33143d85
343,Kelvin,br BRA,MFFW,Atl Goianiense,24,1997,3.4,67.1,1.18,5.00,21.8,41.2,4.71,67.1,5.29,2.35,44.4,2.35,44.4,44.1,363.8,182.1,7.06,5.00,2.06,2.65,2.06,48.8,11.2,Matches,b8dab818
344,Kelvyn,br BRA,FWDF,Ceará,22,1999,0.6,71.7,1.67,5.00,43.3,23.3,0.00,71.7,1.67,0.00,0.0,1.67,100.0,33.3,123.3,48.3,0.00,5.00,0.00,1.67,0.00,51.7,5.00,Matches,8b992778
345,John Kennedy,br BRA,FWMF,Fluminense,19,2002,1.6,36.3,0.00,1.25,8.13,26.9,9.38,36.3,6.25,1.88,30.0,3.75,60.0,18.8,61.3,15.0,0.00,1.88,0.00,5.00,1.88,23.8,9.38,Matches,132880e0
346,Keno,br BRA,FWMF,Atlético Mineiro,32,1989,20.6,49.0,0.44,3.83,17.1,28.9,3.79,49.0,5.34,2.48,46.4,2.52,47.3,30.9,223.0,130.7,4.61,3.35,1.55,2.52,1.55,35.9,10.7,Matches,98558c11
347,Kevin,br BRA,DF,Avaí,24,1997,29.2,76.1,4.35,22.8,34.1,20.0,0.72,76.1,1.06,0.48,45.2,0.51,48.4,34.2,158.4,80.8,1.23,1.06,0.07,0.86,0.31,40.1,3.25,Matches,1f07666f
348,Khellven,br BRA,DF,Atl Paranaense,20,2001,23.4,59.2,3.63,17.1,24.1,18.6,0.56,59.1,1.54,0.56,36.1,0.90,58.3,27.7,145.7,80.1,1.67,1.45,0.26,1.41,0.34,28.9,4.74,Matches,cf18ab1b
349,Willian Klaus,br BRA,DF,Atl Goianiense,28,1994,6.0,62.7,11.5,34.0,26.0,2.83,1.50,62.7,0.00,0.00,,0.00,,35.5,200.5,107.3,0.83,0.50,0.17,0.33,0.00,41.3,0.00,Matches,ddc86898
350,Willian Klaus,br BRA,DF,Botafogo (RJ),28,1994,1.0,24.0,9.00,20.0,4.00,0.00,0.00,24.0,0.00,0.00,,0.00,,5.00,15.0,9.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,Matches,ddc86898
351,Benjamín Kuscevic,cl CHI,DF,Palmeiras,25,1996,3.3,45.2,4.55,23.6,20.6,1.21,0.61,45.2,0.30,0.30,100.0,0.00,0.0,27.6,136.7,55.8,0.00,0.00,0.00,0.00,0.00,27.0,0.30,Matches,9edddc34
352,Gabriel Lacerda,br BRA,DF,Ceará,22,1999,20.0,52.0,8.10,26.1,24.4,1.85,0.90,52.0,0.30,0.20,66.7,0.10,33.3,29.1,157.8,87.3,0.45,0.60,0.05,0.50,0.20,30.2,0.20,Matches,0664b5a6
353,Anthony Landazuri,ec ECU,DF,Fortaleza,24,1997,5.8,58.4,3.10,15.0,29.0,14.8,1.21,58.4,1.21,0.69,57.1,0.52,42.9,26.0,127.2,73.4,1.72,1.38,0.00,0.69,0.52,33.1,3.62,Matches,b3a267f0
354,Thauan Lara,br BRA,DFFW,Internacional,18,2004,3.8,50.3,2.11,18.2,24.7,7.37,0.53,50.3,1.84,0.53,28.6,1.05,57.1,27.1,100.8,56.3,1.05,0.53,0.26,0.79,0.79,29.7,1.32,Matches,c4dba1f3
355,Lázaro,br BRA,FWMF,Flamengo,19,2002,9.1,48.8,0.55,4.73,17.9,27.4,5.05,48.8,3.30,1.98,60.0,1.32,40.0,30.8,190.3,103.4,3.41,3.19,1.32,2.42,1.65,39.3,11.3,Matches,86ff856b
356,Anderson Leite,br BRA,MF,Juventude,28,1993,0.8,52.5,5.00,17.5,30.0,5.00,1.25,52.5,0.00,0.00,,0.00,,35.0,160.0,80.0,0.00,0.00,0.00,0.00,0.00,31.3,1.25,Matches,9981c92d
357,Vinícius Leite,br BRA,MF,Avaí,28,1993,1.5,54.7,1.33,8.00,40.0,7.33,0.00,54.7,0.67,0.67,100.0,0.00,0.0,34.0,134.7,55.3,1.33,0.67,0.00,0.00,2.00,34.0,2.00,Matches,e991fbd7
358,Bernardo Lemes,br BRA,MFFW,Coritiba,20,2002,10.5,47.0,2.86,10.5,27.7,9.52,0.48,47.0,1.33,0.57,42.9,0.76,57.1,26.5,123.2,56.6,0.86,0.95,0.10,2.57,0.86,28.5,2.67,Matches,1ee9a3b6
359,Marcos Leonardo,br BRA,FW,Santos,18,2003,32.0,21.5,1.06,1.50,8.91,11.3,4.34,21.4,1.41,0.66,46.7,0.66,46.7,12.7,62.2,26.9,1.13,0.72,0.44,2.53,0.84,16.3,5.16,Matches,3f47ebce
360,Vitor Leque,br BRA,MFDF,Juventude,21,2001,0.6,45.0,0.00,3.33,20.0,23.3,3.33,45.0,1.67,1.67,100.0,0.00,0.0,33.3,203.3,61.7,0.00,0.00,0.00,3.33,3.33,38.3,13.3,Matches,6ba15719
361,Lima,br BRA,FWMF,Ceará,25,1996,21.5,55.1,1.02,7.40,30.0,18.2,2.00,55.0,2.51,1.35,53.7,0.93,37.0,31.8,174.9,78.7,2.19,1.21,0.37,1.81,1.86,37.9,4.70,Matches,d215c7de
362,Anderson Lima,br BRA,MFFW,São Paulo,22,1999,2.3,53.9,0.00,5.65,29.1,19.1,5.65,53.9,1.74,0.43,25.0,1.30,75.0,29.1,132.2,69.1,2.61,1.74,1.74,3.91,1.74,40.4,8.70,Matches,59be3a74
363,Lucas Lima,br BRA,DFMF,Atl Goianiense,21,2000,1.4,69.3,1.43,11.4,23.6,35.0,4.29,69.3,2.86,2.14,75.0,0.71,25.0,38.6,179.3,100.7,1.43,3.57,0.00,2.86,3.57,46.4,12.1,Matches,c4c45622
364,Lucas Lima,br BRA,MFFW,Fortaleza,31,1990,13.0,57.8,0.46,5.85,28.2,24.2,2.31,57.8,1.38,0.77,55.6,0.54,38.9,32.3,187.5,79.8,2.38,1.31,0.46,2.00,0.92,40.5,7.46,Matches,49d03337
365,Rodrigo Lindoso,br BRA,MF,Ceará,32,1989,9.6,61.3,2.92,15.2,38.1,8.54,1.25,61.3,0.63,0.21,33.3,0.42,66.7,33.9,139.0,65.0,0.42,0.94,0.00,0.94,0.31,39.6,1.04,Matches,7b013540
366,Liziero,br BRA,MF,Internacional,23,1998,5.6,65.2,2.86,15.5,43.4,6.96,0.71,65.2,1.79,1.25,70.0,0.54,30.0,32.3,170.2,95.7,1.96,1.07,0.18,2.14,0.89,41.8,1.25,Matches,318ecb8c
367,David Loiola,br BRA,DF,Ceará,19,2002,4.4,44.3,8.18,25.7,16.6,2.05,0.91,44.3,0.23,0.23,100.0,0.00,0.0,26.4,139.1,70.0,0.00,0.00,0.00,0.91,0.68,26.8,0.23,Matches,eddf365e
368,Marcelo Lomba,br BRA,GK,Palmeiras,35,1986,3.0,39.7,37.3,39.7,0.00,0.00,0.00,39.7,0.00,0.00,,0.00,,17.0,91.0,55.0,0.00,0.00,0.00,0.00,0.00,11.7,0.00,Matches,e4835e3c
369,Kevin Lomónaco,ar ARG,DF,Bragantino,20,2002,12.4,61.0,6.37,26.0,33.1,2.50,0.40,61.0,0.32,0.32,100.0,0.00,0.0,42.6,283.1,193.2,1.61,1.37,0.08,0.48,0.24,40.8,0.08,Matches,dd5ddb83
370,José López,ar ARG,FW,Palmeiras,21,2000,6.1,29.5,0.98,2.13,13.1,14.8,5.90,29.5,1.31,0.82,62.5,0.49,37.5,14.1,68.5,29.5,1.15,0.82,0.82,2.62,0.49,19.8,4.43,Matches,e1426a52
371,Henrique Lordelo,br BRA,MFDF,Goiás,21,2000,1.4,45.0,2.14,13.6,27.1,7.14,0.00,45.0,0.71,0.71,100.0,0.00,0.0,23.6,93.6,63.6,1.43,0.71,0.00,0.00,0.00,20.7,0.00,Matches,b63394ba
372,Guillermo de los Santos,uy URU,DF,Coritiba,30,1991,10.5,52.3,10.6,28.0,22.2,2.67,0.95,52.3,0.19,0.10,50.0,0.10,50.0,23.8,110.0,57.6,0.19,0.48,0.00,0.48,0.00,28.8,0.57,Matches,1ac629b0
373,Luan,br BRA,MF,São Paulo,22,1999,1.8,68.3,1.11,18.9,38.9,10.6,0.00,68.3,0.00,0.00,,0.00,,40.0,188.3,87.2,2.22,0.56,0.00,1.11,0.00,51.1,0.56,Matches,12a226cf
374,Luan,br BRA,MF,Goiás,31,1990,0.5,60.0,0.00,10.0,32.0,18.0,0.00,60.0,6.00,4.00,66.7,2.00,33.3,28.0,130.0,68.0,0.00,0.00,0.00,2.00,0.00,34.0,8.00,Matches,22fc8906
375,Lucão,br BRA,GK,Bragantino,20,2001,1.0,45.0,35.0,45.0,0.00,0.00,0.00,45.0,0.00,0.00,,0.00,,21.0,116.0,45.0,0.00,0.00,0.00,0.00,0.00,18.0,0.00,Matches,ebb5a0df
376,Lucas,br BRA,DF,Santos,20,2001,16.2,70.8,2.59,15.8,32.2,24.0,0.93,70.8,3.02,1.17,38.8,1.79,59.2,37.7,238.1,135.3,3.15,1.67,0.25,1.60,1.30,39.8,6.67,Matches,5d68f5b2
377,Ayrton Lucas,br BRA,DF,Flamengo,24,1997,28.4,68.7,3.42,20.2,31.9,17.6,1.23,68.7,2.89,1.30,45.1,1.34,46.3,39.4,220.6,111.5,2.61,1.83,0.42,1.34,1.27,42.9,4.05,Matches,db90b737
378,João Lucas,br BRA,DFMF,Cuiabá,23,1998,23.8,58.4,2.77,18.2,25.3,15.5,1.01,58.4,1.01,0.25,25.0,0.67,66.7,27.3,162.5,93.6,2.18,1.68,0.13,0.84,0.50,27.9,3.87,Matches,289dc81e
379,Luciano,br BRA,FW,São Paulo,28,1993,22.6,43.0,0.62,3.94,22.8,16.7,3.58,42.9,1.64,1.15,70.3,0.44,27.0,25.9,140.3,58.8,1.59,1.33,0.18,1.64,0.88,34.2,5.44,Matches,24ce161c
380,André Luis,br BRA,FWMF,Cuiabá,24,1997,20.4,32.2,0.39,4.85,12.8,15.0,2.99,32.2,2.35,0.83,35.4,1.23,52.1,20.5,104.4,41.4,1.23,0.54,0.64,2.30,1.08,22.8,6.32,Matches,821097f7
381,Filipe Luís,br BRA,DF,Flamengo,36,1985,7.1,89.0,2.96,15.8,48.5,25.8,0.99,89.0,1.13,0.70,62.5,0.42,37.5,61.1,318.6,191.7,3.10,4.37,0.00,0.99,0.56,65.1,6.20,Matches,e4ed2628
382,Victor Luis,br BRA,DF,Ceará,28,1993,15.7,69.3,3.25,18.2,37.5,14.2,0.19,69.3,0.96,0.38,40.0,0.57,60.0,38.9,248.8,143.5,2.23,1.66,0.00,1.15,0.57,41.8,2.10,Matches,cc68c4d3
383,David Luiz,br BRA,DF,Flamengo,34,1987,15.8,73.3,7.28,27.3,42.0,4.37,1.27,73.3,0.25,0.13,50.0,0.06,25.0,49.1,258.7,169.1,0.95,1.01,0.00,0.44,0.25,53.9,0.38,Matches,c0e27d1a
384,Luizão,br BRA,DF,São Paulo,19,2002,11.0,58.7,7.82,28.1,30.0,1.09,0.45,58.7,0.27,0.09,33.3,0.09,33.3,32.2,167.6,106.3,0.55,0.09,0.00,0.36,0.00,36.9,0.00,Matches,fb02fba4
385,Vinícius Machado,br BRA,GK,Ceará,21,2000,2.0,20.0,20.0,20.0,0.00,0.00,0.00,20.0,0.50,0.50,100.0,0.00,0.0,13.0,52.0,36.5,0.00,0.00,0.00,0.00,0.00,8.50,0.00,Matches,0d9b2e53
386,Mádson,br BRA,DF,Santos,30,1992,23.8,53.1,4.08,15.6,26.2,11.4,1.47,53.1,0.29,0.04,14.3,0.17,57.1,24.2,104.2,54.2,1.09,0.92,0.13,0.71,0.13,29.4,3.91,Matches,766094be
387,Maguinho,br BRA,DFMF,Goiás,29,1993,21.6,46.3,3.89,16.3,19.2,11.5,1.06,46.3,2.08,0.74,35.6,1.06,51.1,19.7,122.5,62.0,1.67,1.39,0.09,1.67,0.42,20.8,3.29,Matches,d1c855c5
388,Gustavo Maia,br BRA,FW,Internacional,21,2001,0.2,40.0,0.00,0.00,15.0,25.0,5.00,40.0,0.00,0.00,,0.00,,35.0,365.0,215.0,0.00,5.00,0.00,0.00,0.00,35.0,5.00,Matches,b36fed1d
389,Leonardo Maia,br BRA,MF,Bragantino,18,2003,0.3,,,,,,,,,,,,,,,,,,,,,,,Matches,a6f491e2
390,Pablo Maia,br BRA,MF,São Paulo,20,2002,22.8,70.3,2.81,16.5,43.8,10.7,0.26,70.3,0.61,0.39,64.3,0.22,35.7,43.8,170.9,74.6,0.57,1.23,0.04,1.14,0.44,48.6,0.48,Matches,3a243771
391,Thiago Maia,br BRA,MF,Flamengo,24,1997,17.2,76.9,2.67,16.9,47.2,13.5,0.41,76.9,1.05,0.52,50.0,0.47,44.4,43.6,170.5,75.9,0.76,0.70,0.00,1.28,0.52,52.2,1.45,Matches,91e58f66
392,Maicon,br BRA,DF,Santos,33,1988,21.3,59.9,9.58,30.0,27.4,3.05,1.13,59.9,0.19,0.14,75.0,0.05,25.0,33.1,166.6,106.8,0.61,0.80,0.00,0.28,0.14,36.0,0.09,Matches,2a8683b9
393,Iago Maidana,br BRA,DF,América (MG),25,1996,11.5,42.3,6.61,23.6,17.7,1.30,0.78,42.2,0.26,0.17,66.7,0.09,33.3,22.4,158.6,112.9,0.61,0.52,0.00,0.52,0.17,24.0,0.17,Matches,e65a5924
394,Léo Mana,br BRA,DF,Corinthians,17,2004,0.5,54.0,0.00,18.0,24.0,12.0,0.00,54.0,0.00,0.00,,0.00,,28.0,86.0,44.0,2.00,0.00,0.00,0.00,0.00,30.0,0.00,Matches,d7a180bc
395,Alef Manga,br BRA,FWMF,Coritiba,27,1994,27.0,40.5,0.78,5.44,15.1,20.7,4.52,40.4,2.56,1.41,55.1,0.96,37.7,24.9,181.1,97.4,3.41,2.22,1.19,2.59,0.93,27.8,8.04,Matches,559782c4
396,Manoel,br BRA,DF,Fluminense,31,1990,27.2,70.4,7.83,30.4,37.2,3.35,1.14,70.4,0.29,0.11,37.5,0.15,50.0,45.7,250.1,154.9,0.88,0.40,0.04,0.59,0.22,50.7,0.40,Matches,12748e35
397,Gustavo Mantuan,br BRA,FWDF,Corinthians,20,2001,9.6,56.3,0.94,10.1,26.4,20.7,2.71,56.3,3.54,1.88,52.9,1.67,47.1,34.7,225.8,107.9,2.19,1.77,0.94,3.33,1.04,38.4,7.40,Matches,0d717632
398,Luis Manuel Orejuela,co COL,DF,Atl Paranaense,26,1995,13.0,50.2,3.00,13.5,22.8,14.4,0.92,50.2,1.92,0.92,48.0,0.69,36.0,24.6,174.0,90.2,2.62,2.38,0.23,1.31,1.00,24.4,4.38,Matches,e6a6379d
399,Maranhão,br BRA,FW,Botafogo (RJ),19,2002,1.0,,,,,,,,,,,,,,,,,,,,,,,Matches,617f236c
400,Willian Maranhão,br BRA,MFDF,Atl Goianiense,26,1995,14.8,50.6,5.07,16.1,29.0,5.88,0.20,50.6,0.54,0.27,50.0,0.27,50.0,27.4,159.2,82.3,0.88,0.95,0.07,1.15,0.20,29.9,0.61,Matches,f1d95c74
401,Willian Maranhão,br BRA,MF,Santos,26,1995,1.8,41.1,2.22,13.3,22.8,5.56,0.00,41.1,0.00,0.00,,0.00,,16.7,100.6,35.0,0.56,1.67,0.00,0.00,0.56,24.4,0.00,Matches,f1d95c74
402,Fernando Marçal,br BRA,DF,Botafogo (RJ),32,1989,17.1,75.3,3.27,19.4,34.2,22.8,0.82,75.3,1.11,0.53,47.4,0.47,42.1,36.4,190.2,103.8,1.99,1.29,0.23,1.11,0.29,36.6,3.80,Matches,9ae9eaea
403,Marcelo,br BRA,DF,Fortaleza,26,1996,29.0,44.3,8.00,24.0,19.0,1.83,1.00,44.3,0.48,0.31,64.3,0.17,35.7,21.4,129.1,67.3,0.14,0.24,0.00,0.52,0.21,22.3,0.24,Matches,300b455d
404,Marcinho,br BRA,FWMF,Avaí,26,1995,5.8,50.7,0.52,4.14,21.6,25.2,3.79,50.7,2.07,1.03,50.0,1.03,50.0,32.8,176.7,76.7,2.76,1.21,1.03,3.45,1.38,37.8,9.14,Matches,5465c7f9
405,Mariano,br BRA,DF,Atlético Mineiro,35,1986,19.2,70.9,1.77,16.2,39.5,15.8,0.26,70.9,0.78,0.31,40.0,0.36,46.7,36.3,170.1,85.3,1.82,1.67,0.00,0.73,0.26,41.7,3.91,Matches,e26f559f
406,Marinho,br BRA,FW,Flamengo,31,1990,15.3,46.7,0.52,5.10,14.2,28.8,3.33,46.6,4.05,1.76,43.5,1.57,38.7,30.8,229.0,126.9,4.25,2.22,1.31,2.42,1.50,32.0,11.0,Matches,c077c735
407,Rodriguinho Marinho,br BRA,FWMF,Cuiabá,33,1988,16.5,38.1,0.36,3.27,20.1,15.2,3.27,38.1,2.67,1.15,43.2,1.45,54.5,21.8,109.0,38.7,0.97,1.27,0.18,3.15,1.82,28.5,5.45,Matches,0e335a47
408,Marlon,br BRA,DF,América (MG),27,1994,24.3,59.2,4.24,17.5,26.4,16.3,0.53,59.2,1.28,0.70,54.8,0.41,32.3,29.2,198.1,111.5,2.67,1.89,0.08,1.07,0.78,29.4,3.87,Matches,a87b508e
409,Marlon,br BRA,DF,Fluminense,24,1997,3.0,52.7,6.00,15.7,22.3,15.0,1.67,52.7,0.00,0.00,,0.00,,23.7,148.0,84.0,2.00,1.33,0.00,1.33,0.67,28.7,4.33,Matches,63969d01
410,Marlon,br BRA,MFFW,Juventude,31,1990,4.5,44.0,1.33,10.7,23.6,10.2,0.67,44.0,0.67,0.22,33.3,0.44,66.7,24.7,117.8,41.6,0.44,0.44,0.00,2.89,1.56,25.3,2.67,Matches,455c6130
411,Marlos,ua UKR,MFFW,Atl Paranaense,33,1988,1.7,59.4,0.00,2.94,31.8,24.7,2.94,59.4,1.18,0.59,50.0,0.59,50.0,39.4,245.9,91.2,3.53,5.29,0.59,0.00,2.94,47.1,5.88,Matches,9139bb12
412,Felipe Marques,br BRA,FWMF,Cuiabá,32,1990,10.6,41.0,0.75,4.25,13.1,24.2,4.25,41.0,3.58,1.60,44.7,1.98,55.3,28.6,220.1,110.5,4.62,1.70,2.17,3.40,1.98,31.2,9.91,Matches,30139a1c
413,Gustavo Marques,br BRA,DF,América (MG),20,2001,0.5,32.0,6.00,18.0,14.0,0.00,0.00,32.0,0.00,0.00,,0.00,,8.00,20.0,4.00,0.00,0.00,0.00,0.00,0.00,12.0,0.00,Matches,b4fce835
414,Marquinhos,br BRA,MF,São Paulo,18,2003,0.3,50.0,0.00,6.67,13.3,30.0,0.00,50.0,0.00,0.00,,0.00,,40.0,290.0,263.3,10.0,10.0,0.00,0.00,0.00,36.7,13.3,Matches,59878425
415,Marquinhos,br BRA,FWMF,Cuiabá,25,1997,2.2,51.8,0.91,10.0,20.9,22.3,1.36,51.8,6.82,3.18,46.7,3.64,53.3,35.5,215.5,99.5,2.73,2.27,0.91,1.82,3.18,34.5,6.82,Matches,a9c95220
416,Marrony,br BRA,FWMF,Fluminense,22,1999,2.0,70.0,2.00,10.0,27.5,33.0,4.50,70.0,6.50,2.00,30.8,4.00,61.5,41.5,291.0,156.0,6.00,3.00,0.50,2.50,1.00,45.5,7.50,Matches,1dff86ec
417,Matheus Martinelli,br BRA,MF,Fluminense,20,2001,18.0,87.9,5.17,23.2,44.6,20.8,3.22,87.9,2.72,1.44,53.1,1.17,42.9,54.9,295.1,175.7,2.33,2.61,0.11,1.50,1.67,66.8,3.56,Matches,2b124c8c
418,Adrián Martínez,ar ARG,FWMF,Coritiba,29,1992,11.1,26.7,0.45,1.53,9.37,15.9,5.86,26.7,1.17,0.45,38.5,0.72,61.5,14.0,57.1,24.5,0.72,0.45,0.45,2.61,1.26,18.2,5.50,Matches,6c513f98
419,Matheus Martins,br BRA,FWMF,Fluminense,18,2003,17.8,51.8,1.24,7.36,16.7,28.2,4.83,51.8,4.83,1.91,39.5,2.42,50.0,36.5,218.2,100.6,3.48,1.46,1.74,2.19,2.47,41.5,9.83,Matches,73fd2787
420,Wellington Martins,br BRA,MF,Fluminense,31,1991,7.0,66.6,3.71,18.3,40.6,8.29,0.14,66.6,0.29,0.29,100.0,0.00,0.0,36.9,149.3,88.0,0.57,1.14,0.14,1.57,0.43,48.9,0.43,Matches,0430d656
421,Gonzalo Mastriani,uy URU,FW,América (MG),28,1993,5.2,25.8,0.96,1.92,12.5,12.1,5.19,25.8,2.12,0.96,45.5,0.96,45.5,13.7,67.1,37.9,0.96,0.38,0.19,2.69,2.12,16.5,4.23,Matches,b4339e2b
422,Mateusão,br BRA,FWMF,Flamengo,17,2004,2.5,25.6,2.40,3.60,9.20,13.2,3.60,25.6,1.20,0.40,33.3,0.80,66.7,14.8,56.4,10.8,0.80,0.00,0.40,2.00,0.80,18.8,7.60,Matches,78bee906
423,William Matheus,br BRA,DF,Juventude,31,1990,10.1,59.1,6.24,23.2,26.4,10.0,0.99,59.1,0.69,0.30,42.9,0.40,57.1,28.6,123.6,64.0,0.89,0.59,0.00,0.59,0.69,31.6,2.57,Matches,3498ddf4
