Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
381,Filipe Luís,br BRA,DF,Flamengo,36,1985,7.1,0.14,0.00,0.00,0.99,1.41,0.00,3.24,1.69,1.69,0.00,0.00,0.00,5.92,0.28,0.56,33.3,Matches,e4ed2628
382,Victor Luis,br BRA,DF,Ceará,28,1993,15.7,0.06,0.00,0.00,1.59,1.40,0.00,3.63,0.96,0.57,0.00,0.00,0.00,4.90,0.70,1.72,28.9,Matches,cc68c4d3
383,David Luiz,br BRA,DF,Flamengo,34,1987,15.8,0.25,0.00,0.00,1.58,0.32,0.13,0.38,0.82,0.25,0.00,0.00,0.00,4.24,1.71,0.76,69.2,Matches,c0e27d1a
384,Luizão,br BRA,DF,São Paulo,19,2002,11.0,0.45,0.00,0.00,1.00,0.36,0.00,0.09,0.91,0.91,0.00,0.00,0.00,3.73,1.91,1.73,52.5,Matches,fb02fba4
385,Vinícius Machado,br BRA,GK,Ceará,21,2000,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches,0d9b2e53
386,Mádson,br BRA,DF,Santos,30,1992,23.8,0.21,0.00,0.00,0.80,0.84,0.04,2.31,1.34,1.05,0.00,0.00,0.00,3.45,1.97,1.43,58.0,Matches,766094be
387,Maguinho,br BRA,DFMF,Goiás,29,1993,21.6,0.46,0.00,0.00,1.99,0.97,0.09,1.90,1.57,1.20,0.05,0.05,0.00,5.28,1.16,1.48,43.9,Matches,d1c855c5
388,Gustavo Maia,br BRA,FW,Internacional,21,2001,0.2,0.00,0.00,0.00,0.00,0.00,0.00,10.0,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches,b36fed1d
389,Leonardo Maia,br BRA,MF,Bragantino,18,2003,0.3,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,,,0.00,,,,,Matches,a6f491e2
390,Pablo Maia,br BRA,MF,São Paulo,20,2002,22.8,0.31,0.00,0.00,2.46,0.88,0.00,0.35,0.92,0.83,0.00,0.04,0.00,7.19,1.58,0.57,73.5,Matches,3a243771
391,Thiago Maia,br BRA,MF,Flamengo,24,1997,17.2,0.35,0.00,0.00,1.74,0.35,0.00,0.17,1.40,1.51,0.00,0.00,0.00,7.67,1.22,0.58,67.7,Matches,91e58f66
392,Maicon,br BRA,DF,Santos,33,1988,21.3,0.09,0.00,0.00,0.38,0.33,0.09,0.75,1.36,0.94,0.00,0.00,0.00,5.26,2.82,2.02,58.3,Matches,2a8683b9
393,Iago Maidana,br BRA,DF,América (MG),25,1996,11.5,0.43,0.09,0.09,1.74,0.17,0.00,0.00,0.70,0.52,0.00,0.00,0.00,3.13,2.96,1.48,66.7,Matches,e65a5924
394,Léo Mana,br BRA,DF,Corinthians,17,2004,0.5,0.00,0.00,0.00,0.00,0.00,0.00,2.00,6.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,100.0,Matches,d7a180bc
395,Alef Manga,br BRA,FWMF,Coritiba,27,1994,27.0,0.48,0.04,0.04,1.15,0.74,0.89,3.22,0.56,0.85,0.00,0.00,0.00,4.30,0.89,1.00,47.1,Matches,559782c4
396,Manoel,br BRA,DF,Fluminense,31,1990,27.2,0.18,0.07,0.04,0.81,0.77,0.00,0.18,0.81,0.44,0.00,0.04,0.00,3.68,1.07,1.69,38.7,Matches,12748e35
397,Gustavo Mantuan,br BRA,FWDF,Corinthians,20,2001,9.6,0.00,0.00,0.00,0.83,1.15,0.31,2.50,0.73,0.73,0.00,0.00,0.00,4.27,0.94,0.73,56.3,Matches,0d717632
398,Luis Manuel Orejuela,co COL,DF,Atl Paranaense,26,1995,13.0,0.08,0.00,0.00,1.31,1.46,0.00,2.85,0.77,1.08,0.00,0.00,0.00,5.23,1.46,1.31,52.8,Matches,e6a6379d
399,Maranhão,br BRA,FW,Botafogo (RJ),19,2002,1.0,1.00,0.00,0.00,2.00,1.00,0.00,2.00,0.00,1.00,,,0.00,,,,,Matches,617f236c
400,Willian Maranhão,br BRA,MFDF,Atl Goianiense,26,1995,14.8,0.47,0.07,0.00,1.62,0.68,0.07,0.20,1.49,0.81,0.00,0.07,0.00,5.14,0.81,1.42,36.4,Matches,f1d95c74
401,Willian Maranhão,br BRA,MF,Santos,26,1995,1.8,0.00,0.00,0.00,1.11,0.00,0.56,0.00,0.56,1.67,0.00,0.00,0.00,3.33,1.11,1.11,50.0,Matches,f1d95c74
402,Fernando Marçal,br BRA,DF,Botafogo (RJ),32,1989,17.1,0.35,0.00,0.00,1.52,1.05,0.00,7.25,1.99,1.23,0.00,0.00,0.00,6.96,1.75,0.82,68.2,Matches,9ae9eaea
403,Marcelo,br BRA,DF,Fortaleza,26,1996,29.0,0.17,0.00,0.00,0.79,0.66,0.00,0.14,1.79,0.69,0.00,0.07,0.00,4.97,3.24,1.45,69.1,Matches,300b455d
404,Marcinho,br BRA,FWMF,Avaí,26,1995,5.8,0.17,0.00,0.00,2.24,1.90,0.17,2.41,0.17,1.55,0.00,0.17,0.00,3.10,0.52,1.55,25.0,Matches,5465c7f9
405,Mariano,br BRA,DF,Atlético Mineiro,35,1986,19.2,0.26,0.00,0.00,0.99,0.68,0.05,4.06,1.20,1.56,0.00,0.00,0.00,6.93,0.78,0.89,46.9,Matches,e26f559f
406,Marinho,br BRA,FW,Flamengo,31,1990,15.3,0.39,0.07,0.00,1.37,4.71,0.39,6.14,0.46,0.78,0.13,0.00,0.00,3.92,0.20,0.59,25.0,Matches,c077c735
407,Rodriguinho Marinho,br BRA,FWMF,Cuiabá,33,1988,16.5,0.00,0.00,0.00,0.91,1.39,0.36,0.48,0.24,0.36,0.00,0.00,0.00,4.36,1.70,2.55,40.0,Matches,0e335a47
408,Marlon,br BRA,DF,América (MG),27,1994,24.3,0.21,0.04,0.00,1.40,1.28,0.00,2.92,1.81,1.52,0.00,0.00,0.00,6.91,1.19,0.82,59.2,Matches,a87b508e
409,Marlon,br BRA,DF,Fluminense,24,1997,3.0,0.00,0.00,0.00,2.00,0.33,0.00,5.00,1.67,1.33,0.00,0.00,0.00,5.00,0.67,0.00,100.0,Matches,63969d01
410,Marlon,br BRA,MFFW,Juventude,31,1990,4.5,0.22,0.00,0.00,2.89,1.33,0.00,2.22,1.33,0.44,0.00,0.00,0.00,5.11,0.44,0.89,33.3,Matches,455c6130
411,Marlos,ua UKR,MFFW,Atl Paranaense,33,1988,1.7,0.00,0.00,0.00,0.59,1.18,0.00,2.35,0.00,0.00,0.00,0.00,0.00,4.12,0.59,1.18,33.3,Matches,9139bb12
412,Felipe Marques,br BRA,FWMF,Cuiabá,32,1990,10.6,0.09,0.00,0.00,1.04,1.79,0.38,3.58,1.23,0.66,0.09,0.00,0.00,3.68,0.66,1.42,31.8,Matches,30139a1c
413,Gustavo Marques,br BRA,DF,América (MG),20,2001,0.5,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,0.00,100.0,Matches,b4fce835
414,Marquinhos,br BRA,MF,São Paulo,18,2003,0.3,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,3.33,0.00,0.00,0.00,3.33,0.00,0.00,,Matches,59878425
415,Marquinhos,br BRA,FWMF,Cuiabá,25,1997,2.2,0.00,0.00,0.00,1.36,4.55,0.00,1.82,1.36,2.27,0.00,0.00,0.00,8.64,0.45,0.91,33.3,Matches,a9c95220
416,Marrony,br BRA,FWMF,Fluminense,22,1999,2.0,0.50,0.50,0.00,2.00,5.50,0.00,2.50,0.50,1.50,0.00,0.00,0.00,7.50,2.50,3.00,45.5,Matches,1dff86ec
417,Matheus Martinelli,br BRA,MF,Fluminense,20,2001,18.0,0.06,0.00,0.00,1.28,0.44,0.00,0.72,0.78,1.44,0.00,0.00,0.00,5.33,1.11,1.28,46.5,Matches,2b124c8c
418,Adrián Martínez,ar ARG,FWMF,Coritiba,29,1992,11.1,0.63,0.00,0.00,1.98,0.81,0.54,0.36,0.36,0.45,0.00,0.00,0.00,1.62,1.62,3.69,30.5,Matches,6c513f98
419,Matheus Martins,br BRA,FWMF,Fluminense,18,2003,17.8,0.11,0.00,0.00,1.12,2.42,0.79,2.92,0.56,0.84,0.11,0.00,0.00,3.65,0.34,1.57,17.6,Matches,73fd2787
420,Wellington Martins,br BRA,MF,Fluminense,31,1991,7.0,0.29,0.00,0.00,1.29,0.71,0.00,0.43,1.00,0.43,0.00,0.00,0.00,4.14,0.29,0.43,40.0,Matches,0430d656
421,Gonzalo Mastriani,uy URU,FW,América (MG),28,1993,5.2,0.19,0.00,0.00,1.73,1.35,0.19,0.19,0.00,0.38,0.19,0.00,0.00,2.88,1.73,4.62,27.3,Matches,b4339e2b
422,Mateusão,br BRA,FWMF,Flamengo,17,2004,2.5,0.40,0.00,0.00,0.80,1.60,0.40,0.80,0.00,0.00,0.40,0.00,0.00,2.00,3.20,3.20,50.0,Matches,78bee906
423,William Matheus,br BRA,DF,Juventude,31,1990,10.1,0.40,0.10,0.00,1.39,0.59,0.00,1.58,0.50,0.59,0.00,0.20,0.00,3.86,1.78,1.19,60.0,Matches,3498ddf4
424,Matheusinho,br BRA,MFFW,América (MG),23,1998,15.3,0.13,0.07,0.00,1.18,2.16,0.20,3.01,1.11,1.05,0.00,0.00,0.00,7.19,0.39,0.85,31.6,Matches,74f5a96d
425,Matheuzinho,br BRA,DF,Flamengo,21,2000,23.9,0.17,0.00,0.00,1.00,0.54,0.00,2.97,1.09,1.59,0.00,0.04,0.00,4.98,0.92,0.67,57.9,Matches,2a5bc0cd
426,Diego Matos,br BRA,DF,Avaí,25,1997,1.2,1.67,0.83,0.83,1.67,0.00,0.00,1.67,1.67,2.50,0.00,0.00,0.00,5.83,1.67,0.83,66.7,Matches,4b799458
427,Mauricio,br BRA,FWMF,Internacional,20,2001,17.4,0.11,0.00,0.00,0.40,1.72,0.11,2.47,0.92,0.46,0.00,0.00,0.00,4.83,0.40,1.21,25.0,Matches,bf4cbc22
428,Maycon,br BRA,MF,Corinthians,24,1997,8.8,0.45,0.00,0.00,1.25,0.68,0.00,3.98,1.25,0.34,0.00,0.00,0.00,5.11,0.23,0.80,22.2,Matches,005ca692
429,Mayke,br BRA,DFFW,Palmeiras,29,1992,16.3,0.12,0.00,0.00,1.04,0.67,0.18,3.50,1.84,1.23,0.00,0.00,0.00,6.01,1.72,1.10,60.9,Matches,47431289
430,Bruno Melo,br BRA,DFMF,Corinthians,29,1992,4.9,0.20,0.00,0.00,1.22,1.02,0.61,2.04,0.61,0.61,0.00,0.00,0.00,2.86,4.29,2.04,67.7,Matches,41ee21ae
431,Felipe Melo,br BRA,DFMF,Fluminense,38,1983,8.1,0.74,0.00,0.00,1.73,1.73,0.00,0.00,1.36,0.62,0.00,0.00,0.00,4.20,1.36,1.11,55.0,Matches,b14d84d3
432,Darlan Mendes,br BRA,MFFW,Juventude,23,1998,1.3,0.77,0.00,0.00,0.77,1.54,0.00,1.54,0.77,0.77,0.00,0.00,0.00,6.15,0.00,0.77,0.0,Matches,a86f0d7b
433,Nathan Mendes,br BRA,DF,Coritiba,19,2002,5.0,0.20,0.20,0.00,1.60,2.40,0.00,1.00,1.20,1.20,0.00,0.00,0.00,5.80,2.00,1.20,62.5,Matches,c5aa7b35
434,Vitor Mendes,br BRA,DF,Juventude,22,1999,18.3,0.55,0.05,0.05,0.87,0.82,0.00,0.00,1.53,0.49,0.00,0.05,0.05,3.88,2.02,1.42,58.7,Matches,3cdbeab9
435,Bruno Méndez,uy URU,DF,Internacional,22,1999,4.8,0.21,0.00,0.00,0.63,0.21,0.00,0.21,1.25,0.63,0.00,0.00,0.00,4.58,2.29,2.08,52.4,Matches,66017b9d
436,Bruno Méndez,uy URU,DF,Corinthians,22,1999,12.6,0.08,0.08,0.00,0.71,0.40,0.08,0.87,1.43,1.51,0.00,0.00,0.00,3.73,2.30,1.59,59.2,Matches,66017b9d
437,Stiven Mendoza,co COL,FW,Ceará,29,1992,25.9,0.23,0.00,0.00,1.04,2.08,0.50,2.05,0.15,0.35,0.00,0.00,0.00,4.13,0.81,0.93,46.7,Matches,e68f2cb4
438,Ramon Menezes Roma,br BRA,DF,Atl Goianiense,26,1995,14.0,0.14,0.00,0.00,0.71,0.00,0.00,0.00,1.07,0.21,0.00,0.00,0.00,4.71,3.29,1.79,64.8,Matches,eab48ffb
439,Gabriel Menino,br BRA,MF,Palmeiras,21,2000,10.2,0.29,0.10,0.00,1.27,1.86,0.10,3.82,1.18,1.57,0.00,0.00,0.00,6.27,1.67,1.37,54.8,Matches,01819e70
440,Gabriel Mercado,ar ARG,DF,Internacional,34,1987,23.6,0.38,0.04,0.04,0.97,0.81,0.08,0.17,1.27,0.89,0.04,0.00,0.00,3.86,1.61,1.48,52.1,Matches,bf97c188
441,John Mercado,ec ECU,FW,Atl Paranaense,19,2002,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Matches,d97831ad
442,Miguel Merentiel,uy URU,FWMF,Palmeiras,25,1996,2.6,0.00,0.00,0.00,0.77,0.38,0.38,0.38,0.00,0.00,0.00,0.00,0.00,1.54,0.38,2.31,14.3,Matches,307224a2
443,Messias,br BRA,DF,Ceará,27,1994,23.0,0.17,0.00,0.00,1.00,0.30,0.00,0.04,1.00,0.35,0.00,0.04,0.00,3.00,3.26,0.61,84.3,Matches,70bb3170
444,Lucas Mezenga,br BRA,DF,Botafogo (RJ),20,2001,3.1,0.32,0.00,0.00,1.61,0.32,0.32,0.00,2.58,1.29,0.00,0.32,0.00,6.77,3.55,1.29,73.3,Matches,d62f5849
445,Michel,br BRA,DF,Ceará,31,1990,11.8,0.17,0.00,0.00,1.02,1.19,0.08,2.88,1.27,0.68,0.00,0.00,0.00,4.83,1.69,0.85,66.7,Matches,05384ea1
446,Carlos Miguel,br BRA,GK,Corinthians,23,1998,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches,84454067
447,Fernando Miguel,br BRA,GK,Fortaleza,36,1985,20.0,0.10,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.20,0.00,100.0,Matches,f1f06658
448,Miranda,br BRA,DF,São Paulo,37,1984,12.8,0.31,0.00,0.00,1.09,0.70,0.00,0.00,1.02,1.17,0.00,0.00,0.00,4.92,1.64,1.95,45.7,Matches,314f2124
449,Paulo Miranda,br BRA,DF,Juventude,33,1988,16.4,0.24,0.00,0.00,1.10,0.43,0.00,0.00,1.34,0.24,0.00,0.18,0.06,3.84,3.17,1.71,65.0,Matches,93a194e1
450,Paulinho Moccelin,br BRA,MFFW,Juventude,27,1994,4.3,0.47,0.47,0.00,3.26,1.86,0.47,3.26,0.93,1.63,0.00,0.00,0.00,5.81,0.93,2.56,26.7,Matches,d63fb6a8
451,Moisés,br BRA,DF,Internacional,26,1995,6.5,0.77,0.00,0.00,1.38,1.23,0.15,2.31,0.92,1.23,0.00,0.00,0.00,6.46,1.38,0.62,69.2,Matches,a40af810
452,Moises,br BRA,FWMF,Fortaleza,25,1996,25.0,0.00,0.00,0.00,0.40,0.88,0.20,1.08,0.40,0.48,0.00,0.00,0.00,3.08,0.64,1.36,32.0,Matches,ddd07a25
453,Rodrigo Moledo,br BRA,DF,Internacional,34,1987,13.5,0.22,0.00,0.00,0.74,0.96,0.07,0.00,1.70,1.19,0.07,0.00,0.00,3.93,3.41,1.70,66.7,Matches,ce536c37
454,Jacob Montes,us USA,MF,Botafogo (RJ),23,1998,1.0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,,Matches,69678c84
455,Moraes,br BRA,DFMF,Juventude,24,1997,15.2,0.26,0.00,0.00,0.79,0.99,0.20,3.49,2.04,1.25,0.00,0.00,0.00,6.78,0.92,1.18,43.8,Matches,9b974a99
456,Airton Moraes,br BRA,GK,América (MG),27,1994,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,,Matches,5e8682b0
457,Júnior Moraes,ua UKR,FW,Corinthians,34,1987,4.5,0.22,0.00,0.00,2.22,1.11,0.00,0.44,0.44,0.89,0.00,0.00,0.00,2.22,1.33,2.00,40.0,Matches,c43e5e7e
458,Wesley Moraes,br BRA,FW,Internacional,25,1996,3.3,0.30,0.00,0.00,1.82,1.82,0.91,0.00,0.00,0.00,0.00,0.00,0.00,2.12,2.12,2.73,43.8,Matches,bfae110f
459,Morato,br BRA,FWMF,Avaí,29,1992,7.3,0.00,0.14,0.00,2.33,2.60,0.41,0.68,0.27,1.23,0.00,0.00,0.00,3.70,0.27,1.92,12.5,Matches,96b49b3b
460,João Moreira,pt POR,DF,São Paulo,17,2004,3.2,0.31,0.00,0.00,1.88,1.56,0.00,2.50,1.88,0.63,0.00,0.31,0.00,5.63,1.25,0.31,80.0,Matches,b3be99e3
461,Lucas Moreira,br BRA,MFFW,Cuiabá,21,2000,1.4,0.00,0.00,0.00,2.86,0.00,0.00,2.14,0.71,0.71,0.00,0.00,0.00,5.71,0.00,0.71,0.0,Matches,b9d412ff
462,Gustavo Mosquito,br BRA,FWMF,Corinthians,24,1997,12.6,0.08,0.00,0.00,0.71,2.06,0.08,4.05,0.32,0.32,0.00,0.00,0.00,4.37,0.24,1.11,17.6,Matches,c9ed46c4
463,Hugo Moura,br BRA,MF,Atl Paranaense,24,1998,19.4,0.26,0.05,0.00,1.60,1.03,0.05,0.41,2.22,1.19,0.00,0.10,0.00,6.60,0.93,0.67,58.1,Matches,14100165
464,Alex Muralha,br BRA,GK,Coritiba,32,1989,19.0,0.05,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.37,0.11,77.8,Matches,38082f12
465,Muriqui,br BRA,FWMF,Avaí,35,1986,14.3,0.14,0.00,0.00,1.05,2.10,0.42,0.84,0.70,0.42,0.07,0.00,0.00,3.08,0.84,1.47,36.4,Matches,a55ac46c
466,Andrey Ramos do Nascimento,br BRA,MF,Coritiba,23,1998,5.4,0.19,0.00,0.00,2.04,2.22,0.00,1.48,1.30,2.04,0.19,0.00,0.00,6.48,0.56,0.74,42.9,Matches,eb55ab5a
467,Matheus Nascimento,br BRA,FWMF,Botafogo (RJ),17,2004,6.8,0.15,0.00,0.00,1.62,1.62,0.15,0.15,0.15,0.59,0.15,0.00,0.00,1.91,2.50,4.41,36.2,Matches,e744c3de
468,Natan,br BRA,DF,Bragantino,20,2001,32.0,0.16,0.00,0.00,0.59,0.59,0.03,0.28,1.00,0.78,0.00,0.03,0.00,3.94,1.91,1.66,53.5,Matches,94bccc82
469,Natanael,br BRA,DF,Coritiba,20,2002,16.0,0.19,0.00,0.00,1.44,1.56,0.00,2.69,1.38,1.69,0.00,0.00,0.00,5.31,0.69,1.00,40.7,Matches,0b618504
470,Natanael,br BRA,DFFW,Avaí,31,1990,13.4,0.00,0.00,0.00,1.19,0.97,0.15,7.91,0.90,1.42,0.00,0.00,0.00,5.22,0.60,0.60,50.0,Matches,ed560575
471,Léo Natel,br BRA,FW,Corinthians,24,1997,0.3,0.00,0.00,0.00,0.00,3.33,0.00,6.67,0.00,0.00,0.00,0.00,0.00,6.67,0.00,3.33,0.0,Matches,cd8d04a2
472,Nathan,br BRA,DF,Santos,20,2001,6.9,0.14,0.14,0.00,1.59,0.87,0.00,1.30,1.30,1.01,0.00,0.14,0.00,6.23,1.01,1.74,36.8,Matches,9fb6420e
473,Nathan,br BRA,MF,Goiás,20,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,eb61284b
474,Nathan,br BRA,MFFW,Fluminense,25,1996,10.7,0.28,0.00,0.00,1.50,0.93,0.09,5.33,1.03,1.12,0.00,0.00,0.00,2.90,1.12,1.21,48.0,Matches,fa00f0c9
475,Nathan,br BRA,FWMF,Avaí,22,1999,1.1,0.00,0.00,0.00,0.91,0.00,0.00,0.00,0.00,2.73,0.00,0.00,0.00,5.45,4.55,5.45,45.5,Matches,e0d5a5e9
476,Rafael Navarro,br BRA,FWMF,Palmeiras,21,2000,8.0,0.00,0.00,0.00,4.38,1.50,0.75,0.75,0.00,1.13,0.00,0.00,0.00,3.00,2.25,5.75,28.1,Matches,4b5ab509
477,Kaiky Naves,br BRA,DFMF,Palmeiras,19,2002,0.4,0.00,0.00,0.00,7.50,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,7.50,0.00,5.00,0.0,Matches,621576f9
478,Bruno Nazário,br BRA,MF,Juventude,26,1995,6.5,0.62,0.00,0.00,1.69,2.00,0.00,7.08,0.15,0.92,0.00,0.00,0.00,3.23,0.46,3.38,12.0,Matches,dc1d79a5
479,Neílton,br BRA,FWDF,Coritiba,27,1994,0.9,1.11,0.00,0.00,1.11,2.22,0.00,4.44,1.11,1.11,0.00,0.00,0.00,3.33,0.00,0.00,,Matches,689299a6
480,Gabriel Neris,br BRA,MF,Juventude,20,2001,2.4,0.83,0.00,0.00,2.92,2.50,0.00,0.83,1.67,0.42,0.00,0.00,0.00,4.17,1.67,2.08,44.4,Matches,54fe5551
481,Gustavo Nescau,br BRA,FW,Cuiabá,21,2000,0.3,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,6.67,13.3,33.3,Matches,0682693b
482,Rodrigo Nestor,br BRA,MF,São Paulo,21,2000,23.6,0.30,0.00,0.00,1.69,0.68,0.08,3.69,1.10,0.81,0.00,0.00,0.00,5.25,0.47,0.76,37.9,Matches,c04ebe99
483,Gabriel Neves,uy URU,MF,São Paulo,24,1997,6.3,0.63,0.00,0.00,1.75,0.16,0.00,0.00,1.43,1.75,0.00,0.00,0.00,7.46,0.63,0.79,44.4,Matches,2a03fb5f
484,Nicolas,br BRA,FWMF,Goiás,32,1989,11.1,0.00,0.00,0.00,2.25,2.07,0.90,0.18,0.36,0.27,0.00,0.00,0.00,2.79,6.94,6.40,52.0,Matches,0e74a520
485,Nikão,br BRA,FWMF,São Paulo,29,1992,5.8,0.34,0.00,0.00,0.34,2.07,0.52,6.21,0.17,0.17,0.00,0.00,0.00,1.90,0.34,0.86,28.6,Matches,a34bb194
486,Nino,br BRA,DF,Fluminense,24,1997,27.9,0.14,0.00,0.00,1.04,1.43,0.07,0.04,1.11,0.75,0.00,0.04,0.00,4.95,2.19,1.25,63.5,Matches,d4fa2207
487,Gabriel Noga,br BRA,DF,Atl Goianiense,20,2002,0.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches,aa306af5
488,Ygor Nogueira,br BRA,DF,Juventude,26,1995,5.0,0.20,0.00,0.00,0.60,0.60,0.00,0.00,1.80,1.00,0.00,0.20,0.00,4.60,2.00,1.20,62.5,Matches,38466ef3
489,Nonato,br BRA,MF,Fluminense,23,1998,12.1,0.25,0.08,0.00,1.32,2.73,0.08,3.14,0.99,1.16,0.00,0.00,0.00,5.37,1.07,1.40,43.3,Matches,b91a6912
490,Nonoca,br BRA,MF,Avaí,23,1998,11.5,0.43,0.00,0.00,2.09,2.26,0.00,0.09,0.70,1.22,0.00,0.09,0.00,8.17,1.04,0.87,54.5,Matches,06c062d4
491,Gabriel Novaes,br BRA,FWMF,Bragantino,22,1999,4.3,0.47,0.00,0.00,1.63,2.56,0.47,0.47,0.47,0.47,0.23,0.00,0.00,2.79,1.40,1.16,54.5,Matches,297a324a
492,Thales Oleques,br BRA,DF,Avaí,27,1994,6.2,0.16,0.00,0.00,0.16,0.00,0.00,3.39,0.65,0.97,0.00,0.00,0.00,4.03,0.97,1.29,42.9,Matches,a30f8286
493,Bruno Oliveira,br BRA,MFFW,Santos,23,1998,5.0,0.40,0.00,0.00,1.20,3.60,0.00,6.60,0.40,0.80,0.00,0.00,0.00,7.00,0.00,1.00,0.0,Matches,d46904eb
494,Yuri Oliveira Lima,br BRA,MF,Juventude,27,1994,16.8,0.36,0.06,0.00,2.50,0.77,0.00,0.36,1.19,0.89,0.00,0.00,0.00,4.35,0.83,1.13,42.4,Matches,bcf3d64e
495,Pedro Oliveira,br BRA,MFFW,Goiás,17,2004,3.3,0.30,0.00,0.00,1.21,1.82,0.30,3.03,0.61,2.12,0.00,0.00,0.00,6.06,0.30,2.73,10.0,Matches,089b56d8
496,Leo Ortiz,br BRA,DF,Bragantino,26,1996,21.4,0.19,0.00,0.00,0.65,0.37,0.05,0.61,1.26,0.51,0.00,0.00,0.00,6.17,2.10,0.93,69.2,Matches,53834fa2
497,Kelvin Osorio,co COL,MFDF,Cuiabá,28,1993,10.5,0.19,0.00,0.00,1.81,0.48,0.19,6.76,0.76,1.33,0.00,0.10,0.00,4.48,2.10,1.33,61.1,Matches,1247ace9
498,Otávio,br BRA,MF,Atlético Mineiro,27,1994,12.9,0.16,0.00,0.00,2.02,0.47,0.00,0.39,0.93,1.47,0.00,0.00,0.00,7.21,0.62,0.62,50.0,Matches,243f4a0b
499,Luiz Otávio,br BRA,DF,Ceará,33,1988,21.2,0.38,0.05,0.00,0.99,0.52,0.05,0.05,2.26,0.99,0.05,0.14,0.00,3.54,3.44,1.84,65.2,Matches,ed976dd9
500,Rómulo Otero,ve VEN,MFFW,Fortaleza,29,1992,2.6,0.00,0.00,0.00,1.92,4.23,0.38,11.5,0.00,0.38,0.00,0.00,0.00,3.85,0.77,2.69,22.2,Matches,96fdc3c0
501,Luis Oyama,br BRA,MF,Botafogo (RJ),25,1997,12.0,0.08,0.00,0.00,1.75,1.75,0.00,0.08,1.42,1.42,0.00,0.00,0.00,7.17,0.75,0.58,56.3,Matches,ed0c094b
502,Pablo,br BRA,FW,Atl Paranaense,29,1992,16.6,0.36,0.00,0.00,2.41,1.08,0.84,0.30,0.66,0.60,0.00,0.00,0.00,3.07,3.19,3.55,47.3,Matches,1ad394c5
503,Pablo,br BRA,DF,Flamengo,30,1991,21.6,0.23,0.00,0.00,1.39,0.23,0.05,0.05,1.57,0.83,0.00,0.00,0.00,5.97,2.64,1.02,72.2,Matches,29d8ad3f
504,Juan Pablo,br BRA,DFMF,Goiás,19,2002,1.9,0.00,0.00,0.00,3.16,0.00,0.00,1.05,1.05,1.05,0.00,0.00,0.00,5.26,1.58,1.05,60.0,Matches,f40465af
505,Juan Pablo Ramírez,co COL,MFFW,América (MG),24,1997,4.5,0.67,0.00,0.00,2.44,2.67,0.22,1.78,0.89,0.67,0.00,0.00,0.00,7.11,0.89,1.56,36.4,Matches,20a17a29
506,Bruno Pacheco,br BRA,DF,Ceará,30,1991,26.1,0.19,0.04,0.00,1.53,1.88,0.11,2.53,1.07,1.26,,,0.00,,,,,Matches,9b7976e6
507,Igor Paixão,br BRA,FWMF,Coritiba,21,2000,17.2,0.17,0.00,0.00,0.58,2.50,0.00,4.83,0.87,0.52,0.00,0.00,0.00,3.84,1.10,1.40,44.2,Matches,089c7323
508,Pará,br BRA,MF,Juventude,19,2002,0.9,1.11,0.00,0.00,2.22,0.00,0.00,0.00,1.11,1.11,0.00,0.00,0.00,6.67,0.00,1.11,0.0,Matches,5b1cd0cc
509,Nino Paraíba,br BRA,DF,Ceará,36,1986,24.6,0.45,0.00,0.00,1.38,1.83,0.04,7.07,1.46,0.89,0.04,0.00,0.00,4.96,1.46,1.42,50.7,Matches,403ef062
510,Guilherme Parede,br BRA,FWMF,Juventude,26,1995,6.6,0.45,0.00,0.00,1.21,0.76,0.15,4.24,0.45,0.30,,,0.00,,,,,Matches,2da1c94c
