Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,-9999
231,Gabriel,br BRA,MF,São Paulo,22,1999,0.5,20.0,22.0,90.9,334.0,58.0,6.00,6.00,100.0,12.0,12.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,6.00,Matches,135d500d
232,Gabriel,br BRA,MF,Internacional,29,1992,23.8,53.2,59.8,89.0,878.4,250.8,26.5,29.5,89.9,20.9,22.4,93.4,4.54,5.25,86.4,0.00,0.02,0.04,-0.02,0.38,5.13,0.50,0.13,5.50,Matches,e9c0d5d8
233,Gabriel,br BRA,GK,Coritiba,29,1992,13.0,21.3,29.4,72.5,623.2,455.4,4.31,4.31,100.0,9.85,10.0,98.5,7.15,15.0,47.7,0.00,0.00,0.00,0.00,0.08,0.23,0.00,0.00,0.00,Matches,f93ed0df
234,Gabriel,br BRA,MF,Botafogo (RJ),28,1993,8.3,42.3,52.9,80.0,769.2,253.9,17.7,19.9,89.1,18.0,20.8,86.1,5.18,8.31,62.3,0.00,0.06,0.11,-0.06,1.33,5.06,1.08,0.24,6.99,Matches,0d10333c
235,Eduardo Gabriel,br BRA,DF,Santos,25,1996,33.0,40.3,46.6,86.4,757.8,270.5,13.5,14.5,92.5,23.2,25.2,91.7,3.30,5.73,57.7,0.03,0.02,0.01,0.01,0.12,1.24,0.06,0.00,2.45,Matches,aed65960
236,Luiz Gabriel,br BRA,FWMF,Coritiba,19,2002,1.1,42.7,48.2,88.7,830.9,179.1,16.4,16.4,100.0,15.5,19.1,81.0,10.0,11.8,84.6,0.00,0.00,0.09,0.00,0.91,4.55,0.91,0.00,3.64,Matches,f9c619e0
237,Marquinhos Gabriel,br BRA,MFFW,Goiás,31,1990,8.4,21.5,28.3,76.1,389.4,95.0,9.64,10.8,89.0,9.17,11.1,82.8,2.26,4.88,46.3,0.12,0.11,0.07,0.01,1.79,1.07,0.95,0.24,3.33,Matches,fcd113c4
238,Vitor Gabriel,br BRA,FWMF,Juventude,22,2000,8.6,8.49,16.6,51.0,123.8,49.9,5.12,8.49,60.3,2.44,5.00,48.8,0.58,0.81,71.4,0.00,0.10,0.07,-0.10,1.05,1.40,0.23,0.00,1.51,Matches,094c2abd
239,Matías Galarza,py PAR,MF,Coritiba,19,2002,6.7,30.1,40.1,75.1,483.4,119.1,14.3,18.7,76.8,12.8,14.8,86.9,1.94,4.18,46.4,0.00,0.04,0.06,-0.04,1.34,3.73,0.60,0.15,4.03,Matches,8e97a57b
240,Matheus Galdezani,br BRA,MF,Avaí,29,1992,3.2,33.1,44.4,74.6,521.9,113.8,16.9,19.7,85.7,12.2,15.9,76.5,2.50,3.44,72.7,0.00,0.09,0.03,-0.09,0.94,2.50,0.00,0.00,4.38,Matches,5042eb90
241,Thiago Galhardo,br BRA,FWMF,Fortaleza,32,1989,15.0,14.4,23.5,61.4,219.8,68.6,7.40,10.8,68.5,4.87,7.40,65.8,1.20,2.20,54.5,0.07,0.09,0.06,-0.03,1.00,1.93,0.47,0.00,2.73,Matches,766f48dd
242,Giuliano Galoppo,ar ARG,MF,São Paulo,22,1999,7.9,28.6,38.9,73.6,466.8,135.2,13.8,17.8,77.3,10.6,13.7,77.8,2.66,3.16,84.0,0.00,0.03,0.05,-0.03,0.89,2.78,0.63,0.13,3.29,Matches,a8eeadaf
243,Léo Gamalho,br BRA,FW,Coritiba,36,1986,18.4,13.9,18.8,73.7,196.8,31.6,8.32,10.7,77.7,4.08,5.22,78.1,0.71,1.25,56.5,0.00,0.07,0.05,-0.07,0.76,0.98,0.33,0.00,1.47,Matches,f73056ee
244,Ganso,br BRA,MFFW,Fluminense,32,1989,27.5,66.0,75.5,87.5,913.8,288.9,40.4,43.7,92.6,19.6,21.7,90.0,2.98,4.69,63.6,0.18,0.17,0.21,0.01,2.47,8.00,1.89,0.29,7.56,Matches,23593121
245,García,br BRA,DFMF,Palmeiras,20,2002,1.1,58.2,69.1,84.2,1163.6,448.2,23.6,24.5,96.3,19.1,24.5,77.8,13.6,16.4,83.3,0.00,0.00,0.09,0.00,0.00,4.55,1.82,0.00,7.27,Matches,45d071f4
246,Bryan García,ec ECU,MF,Atl Paranaense,21,2001,3.1,28.4,38.4,73.9,565.8,110.6,10.3,11.9,86.5,11.9,14.2,84.1,5.81,7.74,75.0,0.32,0.03,0.03,0.29,1.29,3.87,0.00,0.00,3.87,Matches,7b66d351
247,Luan Garcia,br BRA,DF,Palmeiras,28,1993,13.6,40.8,48.2,84.6,904.3,353.5,9.71,10.7,91.0,23.1,25.2,91.5,7.79,11.3,68.8,0.15,0.10,0.04,0.05,0.37,4.56,0.44,0.00,4.93,Matches,6ebe6cc1
248,Gaspar,br BRA,FW,Avaí,19,2002,0.4,12.5,22.5,55.6,202.5,67.5,5.00,5.00,100.0,7.50,12.5,60.0,0.00,5.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,996af9a5
249,Rafael Gava,br BRA,MF,Cuiabá,28,1993,22.7,30.3,44.8,67.6,539.2,181.5,14.5,17.2,84.1,10.7,14.5,74.2,4.23,9.96,42.5,0.09,0.20,0.19,-0.11,2.07,3.48,0.66,0.31,3.96,Matches,713e1a36
250,Lucas Gazal,br BRA,DF,Atl Goianiense,22,1999,14.5,33.5,41.2,81.4,757.0,296.6,8.76,9.45,92.7,17.7,19.7,90.2,6.83,11.5,59.3,0.00,0.00,0.01,0.00,0.07,2.97,0.21,0.07,2.41,Matches,dcae46d5
251,Guilherme Gehring,br BRA,MF,Juventude,16,2005,0.1,20.0,20.0,100.0,310.0,0.00,10.0,10.0,100.0,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,37faab98
252,Geovane,br BRA,MF,Ceará,22,1999,6.1,35.9,45.4,79.1,582.5,161.6,18.9,21.3,88.5,13.1,16.2,80.8,3.28,4.92,66.7,0.00,0.03,0.03,-0.03,0.49,4.43,0.66,0.00,5.74,Matches,099a14d5
253,Gil,br BRA,DF,Corinthians,34,1987,22.7,45.8,53.0,86.4,886.2,319.3,15.3,16.6,92.3,25.3,27.5,92.1,4.89,7.93,61.7,0.04,0.04,0.04,0.01,0.18,1.45,0.09,0.00,1.98,Matches,31edef00
254,Giovane,br BRA,FWDF,Corinthians,18,2003,3.3,21.2,30.9,68.6,282.1,50.0,14.5,18.2,80.0,3.33,5.15,64.7,1.52,2.42,62.5,0.00,0.30,0.27,-0.30,1.52,0.61,0.61,0.00,1.21,Matches,1b567cdc
255,Giovani,br BRA,FWMF,Palmeiras,18,2004,0.4,22.5,35.0,64.3,295.0,67.5,17.5,22.5,77.8,5.00,10.0,50.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,7.50,Matches,a199bd5f
256,Glédson,br BRA,GK,Avaí,38,1983,5.0,19.6,25.6,76.6,475.4,280.2,4.40,4.40,100.0,10.4,10.6,98.1,4.80,10.4,46.2,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,Matches,a9d625f5
257,Diego Godín,uy URU,DF,Atlético Mineiro,35,1986,1.0,73.0,80.0,91.3,1333.0,547.0,28.0,28.0,100.0,41.0,44.0,93.2,4.00,8.00,50.0,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,4.00,Matches,fc4f85b1
258,Bruno Gomes,br BRA,MF,Coritiba,20,2001,16.6,33.0,41.0,80.5,552.7,170.1,14.7,17.2,85.6,13.9,16.0,86.8,2.89,4.88,59.3,0.00,0.05,0.06,-0.05,1.27,5.06,1.14,0.24,6.14,Matches,76f2bbf8
259,Igor Gomes,br BRA,MF,São Paulo,22,1999,22.9,35.1,44.6,78.6,598.1,169.6,17.6,20.5,85.5,13.4,16.0,83.6,3.41,5.41,62.9,0.26,0.20,0.22,0.06,2.01,3.76,1.53,0.57,5.59,Matches,6a7fb945
260,Igor Gomes,br BRA,DF,Internacional,20,2001,1.3,56.2,65.4,85.9,955.4,374.6,30.0,33.1,90.7,23.8,26.9,88.6,2.31,3.85,60.0,0.00,0.00,0.00,0.00,0.00,6.15,0.00,0.00,7.69,Matches,509d5b3d
261,João Gomes,br BRA,MF,Flamengo,20,2001,20.9,42.7,49.1,86.9,656.9,165.8,23.1,25.1,92.0,15.9,17.7,89.7,2.30,3.44,66.7,0.05,0.04,0.07,0.00,0.77,4.64,0.53,0.05,5.41,Matches,8b57ad2c
262,Gustavo Gómez,py PAR,DF,Palmeiras,28,1993,30.0,41.6,49.2,84.5,823.4,318.7,12.4,13.8,90.1,24.5,26.9,91.2,4.23,7.33,57.7,0.00,0.02,0.02,-0.02,0.20,2.50,0.17,0.00,2.90,Matches,d5ce52a5
263,Aloísio dos Santos Gonçalves,cn CHN,FWMF,América (MG),33,1988,10.5,13.2,21.3,62.1,203.9,67.0,6.95,10.2,68.2,4.57,6.10,75.0,0.86,2.10,40.9,0.19,0.29,0.08,-0.10,1.24,1.52,0.76,0.00,2.38,Matches,9851b2e0
264,Diego Gonçalves,br BRA,FW,Botafogo (RJ),27,1994,5.4,22.2,34.3,64.9,310.7,71.3,12.4,15.6,79.8,8.15,12.0,67.7,0.56,2.96,18.8,0.00,0.09,0.09,-0.09,1.11,1.48,0.74,0.37,2.04,Matches,c707fc37
265,Matheus Gonçalves,br BRA,FW,Flamengo,16,2005,0.3,43.3,70.0,61.9,620.0,286.7,30.0,43.3,69.2,10.0,13.3,75.0,3.33,3.33,100.0,0.00,0.00,0.00,0.00,0.00,3.33,6.67,0.00,20.0,Matches,071a6836
266,Ricardo Goulart,br BRA,MFFW,Santos,30,1991,4.5,26.0,34.2,76.0,367.1,86.4,15.6,18.0,86.4,8.67,11.1,78.0,0.44,0.89,50.0,0.00,0.24,0.11,-0.24,1.56,1.78,1.33,0.22,4.00,Matches,f053730b
267,Daniel Guedes,br BRA,DFMF,Cuiabá,27,1994,8.8,38.6,54.7,70.7,791.4,294.5,15.8,17.7,89.1,15.5,20.5,75.6,7.05,14.3,49.2,0.45,0.24,0.15,0.22,1.48,3.98,0.91,0.68,4.89,Matches,25f61bc3
268,Roger Guedes,br BRA,FWMF,Corinthians,25,1996,28.3,30.1,37.3,80.7,476.6,87.7,16.6,18.6,89.3,9.43,11.2,84.2,2.72,3.92,69.4,0.07,0.12,0.10,-0.05,1.24,2.26,0.64,0.00,3.22,Matches,612a9dd7
269,Paolo Guerrero,pe PER,FW,Avaí,38,1984,4.8,16.5,23.1,71.2,229.2,37.9,10.0,13.1,76.2,5.63,7.92,71.1,0.21,0.63,33.3,0.00,0.17,0.10,-0.17,1.25,1.46,0.63,0.00,1.67,Matches,ae6657a1
270,Guga,br BRA,DF,Atlético Mineiro,23,1998,18.6,50.2,63.5,79.1,825.8,279.3,26.6,29.8,89.2,19.1,23.3,82.2,3.76,7.96,47.3,0.11,0.09,0.11,0.02,0.91,4.03,0.81,0.43,5.16,Matches,6975a3e1
271,Marcos Guilherme,br BRA,FWMF,São Paulo,26,1995,6.4,41.3,46.6,88.6,616.6,132.8,23.6,25.3,93.2,14.7,16.1,91.3,1.72,2.34,73.3,0.00,0.03,0.20,-0.03,0.78,2.34,0.47,0.00,5.31,Matches,d5ff6084
272,Marcos Guilherme,br BRA,MF,Santos,26,1995,0.3,40.0,50.0,80.0,626.7,170.0,23.3,30.0,77.8,13.3,13.3,100.0,3.33,3.33,100.0,0.00,0.33,0.00,-0.33,3.33,0.00,0.00,0.00,6.67,Matches,d5ff6084
273,Gustavinho,br BRA,MF,América (MG),20,2001,4.3,28.6,41.4,69.1,444.2,140.5,15.8,19.3,81.9,8.84,12.1,73.1,2.56,5.12,50.0,0.00,0.00,0.07,0.00,0.47,4.42,2.09,0.00,5.81,Matches,69896b0e
274,Habraão,br BRA,DF,Fortaleza,20,2001,2.4,26.3,35.4,74.1,456.7,174.2,10.0,11.3,88.9,15.4,18.3,84.1,0.83,5.42,15.4,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,3.33,Matches,1e329d13
275,Lucas Halter,br BRA,DF,Atl Paranaense,21,2000,1.1,51.8,54.5,95.0,906.4,283.6,24.5,25.5,96.4,22.7,23.6,96.2,4.55,5.45,83.3,0.00,0.00,0.00,0.00,0.00,1.82,0.00,0.00,6.36,Matches,7aa882a2
276,Lucas Halter,br BRA,DF,Goiás,21,2000,11.9,27.3,34.3,79.7,557.0,196.1,8.07,9.08,88.9,15.9,17.6,90.0,3.11,6.55,47.4,0.00,0.00,0.01,0.00,0.00,1.68,0.17,0.00,1.60,Matches,7aa882a2
277,Hayner,br BRA,DF,Atl Goianiense,26,1995,15.3,31.3,42.3,74.0,555.8,180.4,13.7,16.1,85.0,13.7,17.5,78.4,3.20,6.21,51.6,0.13,0.12,0.15,0.01,1.05,2.03,1.50,0.72,3.66,Matches,246c7429
278,Heitor,br BRA,DF,Internacional,21,2000,4.4,35.9,46.8,76.7,613.9,247.7,16.6,17.7,93.6,15.7,20.9,75.0,3.41,5.23,65.2,0.00,0.16,0.11,-0.16,1.59,2.27,0.91,0.68,3.18,Matches,e0839492
279,Thiago Heleno,br BRA,DF,Atl Paranaense,33,1988,12.7,40.6,48.8,83.1,967.1,379.1,8.27,9.37,88.2,23.1,24.5,94.2,9.13,14.3,63.7,0.00,0.02,0.03,-0.02,0.31,3.54,0.24,0.00,4.41,Matches,827422f9
280,Helinho,br BRA,FWMF,Bragantino,21,2000,19.0,27.2,38.5,70.6,461.4,131.2,13.3,16.6,80.0,8.95,12.1,73.9,3.53,6.42,54.9,0.05,0.14,0.08,-0.08,1.53,2.68,1.11,0.47,3.84,Matches,5837cb60
281,Henrique,br BRA,DF,Coritiba,35,1986,17.9,42.5,47.2,90.0,919.8,306.3,11.5,12.0,95.8,22.5,23.6,95.3,7.93,10.7,74.0,0.00,0.01,0.01,-0.01,0.22,1.90,0.00,0.00,2.35,Matches,429163de
282,Arthur Henrique,br BRA,DF,Atl Goianiense,27,1994,10.7,39.1,50.3,77.7,621.7,244.3,20.4,22.5,90.5,16.4,20.3,80.6,1.78,5.14,34.5,0.00,0.07,0.11,-0.07,1.31,4.21,1.31,0.56,4.67,Matches,ae46bd26
283,Bruno Henrique,br BRA,FWMF,Flamengo,31,1990,6.8,25.0,32.5,76.9,338.5,82.8,15.7,18.4,85.6,8.38,9.85,85.1,0.44,1.03,42.9,0.29,0.22,0.19,0.07,1.76,1.91,0.88,0.15,2.94,Matches,5edff24f
284,Daniel Henrique,br BRA,FW,Ceará,17,2004,0.3,10.0,10.0,100.0,150.0,6.67,3.33,3.33,100.0,6.67,6.67,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,1ef923db
285,Gustavo Henrique,br BRA,DF,Flamengo,28,1993,3.8,46.1,52.1,88.4,964.2,351.3,14.2,15.3,93.1,25.3,27.4,92.3,6.58,9.21,71.4,0.00,0.00,0.00,0.00,0.26,2.11,0.00,0.00,2.37,Matches,fa066690
286,Luis Henrique,br BRA,FWMF,Botafogo (RJ),20,2001,2.9,28.3,36.9,76.6,427.9,105.9,14.5,16.6,87.5,10.0,13.1,76.3,2.41,4.48,53.8,0.00,0.07,0.21,-0.07,1.03,1.38,2.07,0.34,4.48,Matches,f36d5624
287,Luiz Henrique,br BRA,FWMF,Fluminense,21,2001,11.7,21.5,30.9,69.8,294.6,60.3,12.7,15.6,81.4,5.73,8.55,67.0,1.03,2.48,41.4,0.26,0.19,0.15,0.07,1.71,1.20,0.94,0.26,1.97,Matches,8059806f
288,Paulo Henrique,br BRA,DFMF,Juventude,25,1996,16.7,24.9,37.2,67.0,436.0,189.3,11.7,14.1,83.4,10.2,14.9,68.5,2.69,5.57,48.4,0.06,0.09,0.11,-0.03,1.44,1.20,1.68,1.20,2.22,Matches,25a0cb08
289,Pedro Henrique,br BRA,DF,Atl Paranaense,26,1995,25.6,33.1,43.0,76.9,762.9,311.9,8.87,9.96,89.0,16.4,18.3,89.8,7.54,13.5,55.9,0.04,0.01,0.01,0.03,0.35,2.62,0.16,0.04,2.77,Matches,4322e5d7
290,Pedro Henrique,br BRA,FWMF,Internacional,31,1990,17.7,18.9,29.5,64.0,293.3,52.3,10.7,14.4,74.8,5.71,9.10,62.7,1.58,3.90,40.6,0.17,0.20,0.19,-0.03,1.24,0.90,0.96,0.62,1.24,Matches,460976a2
291,Hércules,br BRA,MFFW,Fortaleza,21,2000,15.2,30.5,38.2,79.9,513.0,171.6,14.9,16.7,89.0,12.2,14.9,81.9,2.76,4.80,57.5,0.07,0.07,0.12,0.00,0.92,3.68,0.72,0.20,4.61,Matches,eadc7b45
292,Nicolás Hernández,co COL,DF,Atl Paranaense,24,1998,18.0,32.4,38.8,83.7,698.3,237.9,8.89,9.94,89.4,18.3,20.3,90.1,5.11,7.83,65.2,0.00,0.01,0.01,-0.01,0.11,2.94,0.11,0.00,3.06,Matches,86046c18
293,Hugo,br BRA,DFMF,Goiás,24,1997,7.8,32.7,47.2,69.3,562.6,262.9,16.2,19.1,84.6,13.7,20.1,68.2,2.69,6.67,40.4,0.00,0.05,0.08,-0.05,1.15,2.69,0.77,0.51,3.85,Matches,bd2593f3
294,Hugo,br BRA,DFMF,Botafogo (RJ),20,2001,12.2,35.9,49.6,72.4,538.5,235.1,20.3,22.9,88.9,12.5,17.7,70.8,2.21,5.08,43.5,0.00,0.09,0.07,-0.09,0.90,4.02,0.74,0.25,4.84,Matches,de3dc682
295,José Hugo,br BRA,FWMF,Coritiba,22,1999,4.4,13.6,20.2,67.4,203.4,48.2,7.73,10.0,77.3,4.09,6.14,66.7,0.91,2.05,44.4,0.00,0.07,0.11,-0.07,0.68,1.14,0.68,0.45,2.27,Matches,d0f01217
296,Victor Hugo,br BRA,MF,Flamengo,17,2004,13.9,30.6,37.3,82.2,492.3,115.3,16.0,18.1,88.8,11.5,13.4,86.0,2.37,3.45,68.8,0.14,0.14,0.12,0.00,1.15,4.10,1.01,0.14,4.24,Matches,33fca7f7
297,Vitor Hugo,br BRA,FW,Goiás,17,2004,0.0,1,3,33.3,7,0,1,2,50.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,217f53a6
298,Hulk,br BRA,FW,Atlético Mineiro,35,1986,23.2,18.4,26.8,68.6,264.1,62.7,11.1,14.4,77.2,4.91,6.98,70.4,1.29,2.67,48.4,0.09,0.15,0.17,-0.06,1.72,1.42,1.03,0.09,2.89,Matches,33a1f72e
299,José Hurtado,ec ECU,DF,Bragantino,20,2001,6.6,41.1,52.9,77.7,648.6,207.9,21.7,24.8,87.2,16.1,21.1,76.3,2.58,5.15,50.0,0.30,0.21,0.12,0.09,1.06,2.88,1.21,1.21,4.39,Matches,cb067e96
300,Hyoran,br BRA,MF,Bragantino,28,1993,14.2,20.3,31.9,63.6,339.0,103.6,10.0,12.8,78.0,6.90,9.79,70.5,2.04,6.27,32.6,0.21,0.18,0.15,0.03,1.55,2.89,1.13,0.21,4.23,Matches,ffb88c28
301,Igor,br BRA,MFFW,Flamengo,18,2003,0.3,10.0,16.7,60.0,120.0,0.00,3.33,3.33,100.0,3.33,6.67,50.0,0.00,3.33,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,fb19d550
302,André Inácio,br BRA,FW,Flamengo,19,2002,0.5,18.0,20.0,90.0,242.0,12.0,8.00,8.00,100.0,8.00,8.00,100.0,0.00,2.00,0.0,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,Matches,cc77d69c
303,Mauricio Isla,cl CHI,DF,Flamengo,33,1988,3.8,40.3,48.9,82.3,629.7,278.7,20.8,23.7,87.8,17.4,21.8,79.5,1.58,2.63,60.0,0.00,0.05,0.08,-0.05,0.79,2.63,1.32,0.26,4.21,Matches,de4517dd
304,Jadsom,br BRA,MF,Bragantino,20,2001,14.1,42.1,50.6,83.2,831.3,237.7,13.7,16.3,83.9,20.0,22.1,90.4,7.09,9.79,72.5,0.07,0.04,0.02,0.04,0.78,4.26,0.21,0.00,4.75,Matches,92859e80
305,Jadson,br BRA,MF,Juventude,28,1993,29.1,38.3,46.6,82.2,733.1,214.6,15.6,17.6,88.6,16.7,19.0,87.9,5.53,8.04,68.8,0.00,0.05,0.05,-0.05,1.10,5.05,0.86,0.21,6.08,Matches,05748af4
306,Jailson,br BRA,GK,América (MG),40,1981,12.0,17.6,26.3,67.0,610.8,451.7,1.50,1.50,100.0,7.33,7.42,98.9,8.75,17.2,51.0,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,Matches,01f7b8c3
307,Jair,br BRA,MF,Atlético Mineiro,27,1994,23.0,41.7,47.9,87.2,697.9,190.0,20.3,22.0,92.3,17.4,18.8,92.4,3.09,4.57,67.6,0.17,0.09,0.10,0.09,0.96,4.74,0.91,0.13,6.35,Matches,f3466edc
308,Jandrei,br BRA,GK,São Paulo,28,1993,18.3,26.7,37.5,71.1,829.0,580.5,2.51,2.51,100.0,12.9,13.1,98.3,11.1,21.4,51.8,0.00,0.01,0.01,-0.01,0.05,1.09,0.11,0.00,0.16,Matches,85ea4399
309,Vinícius Jaú,br BRA,MF,Avaí,23,1998,0.1,30.0,40.0,75.0,390.0,0.00,30.0,40.0,75.0,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,192d3898
310,Pablo Javier García,uy URU,FW,Coritiba,22,1999,0.1,0.00,10.0,0.0,0.00,0.00,0.00,10.0,0.0,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,895321cd
311,Jean,br BRA,MF,Juventude,27,1994,13.1,21.5,29.9,71.9,473.7,149.1,6.49,8.55,75.9,10.6,12.1,87.4,4.12,7.33,56.3,0.08,0.03,0.02,0.05,0.38,1.68,0.23,0.08,1.68,Matches,69a34ec0
312,Jefferson,br BRA,DF,Atl Goianiense,25,1997,25.3,48.4,60.1,80.5,903.2,362.7,19.7,22.1,89.1,23.0,27.2,84.6,5.38,9.17,58.6,0.08,0.09,0.09,-0.02,1.11,3.68,1.07,0.59,4.94,Matches,9df5f945
313,Jefferson,br BRA,FW,Botafogo (RJ),22,1999,17.8,22.4,30.2,74.0,296.0,79.0,14.3,17.6,80.9,6.52,7.98,81.7,0.62,1.18,52.4,0.17,0.07,0.07,0.10,1.29,1.46,0.84,0.00,3.20,Matches,45cce300
314,Jemerson,br BRA,DF,Atlético Mineiro,29,1992,11.1,46.0,51.9,88.7,840.0,317.4,17.7,18.2,97.0,23.8,26.3,90.4,4.23,6.31,67.1,0.00,0.00,0.01,0.00,0.18,2.43,0.09,0.00,2.61,Matches,7cab69b5
315,Jenison,br BRA,FW,Cuiabá,30,1991,3.6,16.4,24.7,66.3,250.3,78.3,8.06,11.4,70.7,5.83,8.61,67.7,1.11,1.67,66.7,0.00,0.06,0.06,-0.06,0.56,1.94,0.56,0.00,3.33,Matches,767e6b7f
316,Alexandre Jesus,br BRA,MFDF,Fluminense,20,2001,0.7,28.6,48.6,58.8,314.3,32.9,24.3,28.6,85.0,2.86,8.57,33.3,0.00,2.86,0.0,0.00,0.14,0.14,-0.14,1.43,1.43,0.00,0.00,0.00,Matches,25a323f3
317,Jô,br BRA,FW,Ceará,34,1987,8.7,14.9,21.3,70.3,179.9,28.9,9.43,12.9,73.2,3.91,4.94,79.1,0.46,0.80,57.1,0.00,0.11,0.10,-0.11,1.38,1.03,0.46,0.00,1.49,Matches,e47d11f8
318,Jô,br BRA,FW,Corinthians,34,1987,2.2,18.6,24.1,77.4,243.2,54.1,9.55,12.7,75.0,5.91,7.27,81.3,0.91,0.91,100.0,0.00,0.00,0.14,0.00,0.91,1.36,1.82,0.45,3.18,Matches,e47d11f8
319,Joaquim,br BRA,DF,Cuiabá,23,1998,23.9,32.4,41.6,77.9,696.8,278.2,7.95,9.16,86.8,19.5,22.4,86.8,4.90,9.00,54.4,0.04,0.02,0.01,0.03,0.21,2.38,0.13,0.08,3.31,Matches,69e5e199
320,John,br BRA,GK,Santos,25,1996,1.0,13.0,30.0,43.3,491.0,438.0,4.00,4.00,100.0,1.00,1.00,100.0,7.00,24.0,29.2,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Matches,33a235af
321,Jonas,br BRA,MF,São Paulo,22,1999,0.3,30.0,33.3,90.0,343.3,80.0,10.0,10.0,100.0,13.3,13.3,100.0,0.00,0.00,,3.33,0.33,0.33,3.00,3.33,0.00,3.33,3.33,0.00,Matches,32794a5b
322,Felipe Jonatan,br BRA,DF,Santos,23,1998,23.0,48.9,62.1,78.7,882.7,354.3,21.6,23.9,90.3,21.0,24.7,84.7,5.61,10.7,52.4,0.09,0.09,0.08,0.00,0.96,5.09,1.09,0.83,5.70,Matches,0102ca7f
323,Jonathan,br BRA,DF,Botafogo (RJ),23,1998,0.5,64.0,70.0,91.4,1022.0,326.0,28.0,28.0,100.0,36.0,38.0,94.7,0.00,4.00,0.0,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,6.00,Matches,f3f60814
324,Jorge,br BRA,DF,Palmeiras,25,1996,5.2,36.9,49.0,75.3,611.5,188.7,17.3,20.2,85.7,16.2,19.0,84.8,2.50,7.12,35.1,0.00,0.08,0.04,-0.08,0.96,2.31,1.15,0.19,3.46,Matches,13c44fc5
325,Jorginho,br BRA,MF,Atl Goianiense,31,1991,18.2,39.5,51.2,77.1,715.9,218.1,17.9,20.9,85.3,15.2,18.9,80.2,5.33,8.46,63.0,0.00,0.19,0.24,-0.19,2.09,5.49,1.43,0.05,7.75,Matches,1f809750
326,Jhojan Julio,ec ECU,FWMF,Santos,23,1998,9.2,24.9,31.8,78.2,381.3,73.6,14.9,16.7,89.0,6.74,9.13,73.8,2.17,3.91,55.6,0.22,0.15,0.10,0.07,0.98,1.85,0.54,0.11,2.07,Matches,b1fc89f5
327,Juninho,br BRA,MF,América (MG),35,1986,0.2,50.0,65.0,76.9,900.0,75.0,30.0,30.0,100.0,10.0,15.0,66.7,10.0,20.0,50.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2cc16e46
328,Juninho,br BRA,MF,América (MG),34,1987,34.5,24.8,33.6,73.8,400.3,148.7,12.6,15.7,80.4,8.90,11.7,75.8,2.17,3.25,67.0,0.17,0.10,0.12,0.08,1.36,3.30,0.61,0.14,5.33,Matches,7d10ca2e
329,Renato Junior,br BRA,FWMF,Goiás,19,2002,5.5,12.9,19.3,67.0,170.5,28.5,8.73,10.7,81.4,3.27,5.64,58.1,0.36,0.91,40.0,0.18,0.22,0.16,-0.04,1.45,0.36,0.55,0.18,0.91,Matches,80b72720
330,Jussa,br BRA,MFDF,Fortaleza,25,1996,7.0,28.9,37.3,77.4,477.6,147.1,11.4,13.7,83.3,15.4,17.9,86.4,1.00,2.71,36.8,0.14,0.10,0.07,0.04,1.14,4.29,0.29,0.00,5.43,Matches,883f5dc8
331,Kaiky,br BRA,DF,Santos,18,2004,1.0,34.0,40.0,85.0,691.0,248.0,7.00,8.00,87.5,22.0,23.0,95.7,5.00,9.00,55.6,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,Matches,55634fb8
332,Lucas Kal,br BRA,MF,América (MG),25,1996,24.0,29.3,39.3,74.4,520.7,192.1,12.1,15.3,79.1,13.0,16.3,79.7,3.08,5.21,59.2,0.00,0.02,0.02,-0.02,0.63,4.42,0.25,0.00,5.08,Matches,33ed689d
