Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,-9999
386,Mádson,br BRA,DF,Santos,30,1992,23.8,1.89,1.90,1.60,0.13,0.00,0.13,0.00,0.04,0.17,0.17,0.13,0.00,0.00,0.04,0.00,0.00,Matches,766094be
387,Maguinho,br BRA,DFMF,Goiás,29,1993,21.6,1.62,1.62,1.11,0.19,0.14,0.00,0.09,0.09,0.09,0.09,0.00,0.05,0.00,0.00,0.05,0.00,Matches,d1c855c5
388,Gustavo Maia,br BRA,FW,Internacional,21,2001,0.2,5.00,6.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b36fed1d
389,Leonardo Maia,br BRA,MF,Bragantino,18,2003,0.3,,,,,,,,,,,,,,,,,Matches,a6f491e2
390,Pablo Maia,br BRA,MF,São Paulo,20,2002,22.8,1.75,1.75,1.49,0.13,0.00,0.09,0.04,0.00,0.18,0.18,0.13,0.00,0.00,0.04,0.00,0.00,Matches,3a243771
391,Thiago Maia,br BRA,MF,Flamengo,24,1997,17.2,1.74,1.75,1.69,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,91e58f66
392,Maicon,br BRA,DF,Santos,33,1988,21.3,0.94,0.94,0.80,0.00,0.00,0.09,0.00,0.05,0.05,0.05,0.00,0.00,0.00,0.05,0.00,0.00,Matches,2a8683b9
393,Iago Maidana,br BRA,DF,América (MG),25,1996,11.5,0.43,0.44,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e65a5924
394,Léo Mana,br BRA,DF,Corinthians,17,2004,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d7a180bc
395,Alef Manga,br BRA,FWMF,Coritiba,27,1994,27.0,3.63,3.64,2.67,0.00,0.52,0.30,0.15,0.00,0.44,0.45,0.26,0.00,0.07,0.07,0.04,0.00,Matches,559782c4
396,Manoel,br BRA,DF,Fluminense,31,1990,27.2,1.07,1.07,0.85,0.04,0.04,0.04,0.04,0.07,0.07,0.07,0.04,0.00,0.00,0.04,0.00,0.00,Matches,12748e35
397,Gustavo Mantuan,br BRA,FWDF,Corinthians,20,2001,9.6,1.88,1.88,1.46,0.00,0.10,0.10,0.21,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches,0d717632
398,Luis Manuel Orejuela,co COL,DF,Atl Paranaense,26,1995,13.0,1.31,1.31,0.85,0.15,0.08,0.08,0.15,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches,e6a6379d
399,Maranhão,br BRA,FW,Botafogo (RJ),19,2002,1.0,,,,,,,,,,,,,,,,,Matches,617f236c
400,Willian Maranhão,br BRA,MFDF,Atl Goianiense,26,1995,14.8,1.55,1.55,1.42,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f1d95c74
401,Willian Maranhão,br BRA,MF,Santos,26,1995,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f1d95c74
402,Fernando Marçal,br BRA,DF,Botafogo (RJ),32,1989,17.1,4.50,4.49,2.05,2.22,0.12,0.06,0.06,0.00,0.41,0.41,0.18,0.18,0.00,0.00,0.06,0.00,Matches,9ae9eaea
403,Marcelo,br BRA,DF,Fortaleza,26,1996,29.0,0.38,0.38,0.28,0.03,0.03,0.00,0.00,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Matches,300b455d
404,Marcinho,br BRA,FWMF,Avaí,26,1995,5.8,4.31,4.32,3.28,0.52,0.17,0.00,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,5465c7f9
405,Mariano,br BRA,DF,Atlético Mineiro,35,1986,19.2,3.07,3.07,2.66,0.42,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches,e26f559f
406,Marinho,br BRA,FW,Flamengo,31,1990,15.3,5.29,5.28,2.81,0.85,0.65,0.33,0.65,0.00,0.65,0.65,0.20,0.26,0.00,0.07,0.13,0.00,Matches,c077c735
407,Rodriguinho Marinho,br BRA,FWMF,Cuiabá,33,1988,16.5,2.97,2.98,2.12,0.00,0.18,0.48,0.18,0.00,0.42,0.43,0.24,0.00,0.00,0.12,0.06,0.00,Matches,0e335a47
408,Marlon,br BRA,DF,América (MG),27,1994,24.3,2.51,2.51,2.14,0.25,0.00,0.00,0.12,0.00,0.21,0.21,0.16,0.00,0.00,0.00,0.04,0.00,Matches,a87b508e
409,Marlon,br BRA,DF,Fluminense,24,1997,3.0,0.67,0.67,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,63969d01
410,Marlon,br BRA,MFFW,Juventude,31,1990,4.5,1.56,1.56,0.67,0.67,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,455c6130
411,Marlos,ua UKR,MFFW,Atl Paranaense,33,1988,1.7,5.29,5.33,3.53,0.59,0.00,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,9139bb12
412,Felipe Marques,br BRA,FWMF,Cuiabá,32,1990,10.6,3.11,3.11,2.45,0.00,0.09,0.09,0.38,0.09,0.28,0.28,0.19,0.00,0.00,0.00,0.09,0.00,Matches,30139a1c
413,Gustavo Marques,br BRA,DF,América (MG),20,2001,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b4fce835
414,Marquinhos,br BRA,MF,São Paulo,18,2003,0.3,10.0,9.31,10.0,0.00,0.00,0.00,0.00,0.00,3.33,3.10,3.33,0.00,0.00,0.00,0.00,0.00,Matches,59878425
415,Marquinhos,br BRA,FWMF,Cuiabá,25,1997,2.2,2.73,2.73,1.36,0.45,0.45,0.00,0.45,0.00,0.45,0.45,0.00,0.45,0.00,0.00,0.00,0.00,Matches,a9c95220
416,Marrony,br BRA,FWMF,Fluminense,22,1999,2.0,2.50,2.50,1.00,0.00,0.00,1.00,0.50,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.50,0.00,Matches,1dff86ec
417,Matheus Martinelli,br BRA,MF,Fluminense,20,2001,18.0,3.44,3.44,3.17,0.00,0.06,0.11,0.00,0.11,0.44,0.44,0.44,0.00,0.00,0.00,0.00,0.00,Matches,2b124c8c
418,Adrián Martínez,ar ARG,FWMF,Coritiba,29,1992,11.1,2.07,2.06,1.26,0.09,0.09,0.45,0.09,0.09,0.09,0.09,0.00,0.00,0.09,0.00,0.00,0.00,Matches,6c513f98
419,Matheus Martins,br BRA,FWMF,Fluminense,18,2003,17.8,3.88,3.88,2.58,0.17,0.45,0.28,0.39,0.00,0.84,0.84,0.56,0.00,0.06,0.06,0.17,0.00,Matches,73fd2787
420,Wellington Martins,br BRA,MF,Fluminense,31,1991,7.0,1.29,1.29,1.29,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches,0430d656
421,Gonzalo Mastriani,uy URU,FW,América (MG),28,1993,5.2,2.12,2.12,1.15,0.00,0.38,0.38,0.19,0.00,0.58,0.58,0.19,0.00,0.00,0.19,0.19,0.00,Matches,b4339e2b
422,Mateusão,br BRA,FWMF,Flamengo,17,2004,2.5,1.20,1.19,0.80,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.40,0.00,Matches,78bee906
423,William Matheus,br BRA,DF,Juventude,31,1990,10.1,1.49,1.49,1.09,0.30,0.00,0.00,0.10,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches,3498ddf4
424,Matheusinho,br BRA,MFFW,América (MG),23,1998,15.3,4.71,4.71,3.59,0.13,0.33,0.13,0.46,0.07,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches,74f5a96d
425,Matheuzinho,br BRA,DF,Flamengo,21,2000,23.9,2.51,2.51,2.26,0.00,0.08,0.00,0.08,0.08,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Matches,2a5bc0cd
426,Diego Matos,br BRA,DF,Avaí,25,1997,1.2,0.83,0.86,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4b799458
427,Mauricio,br BRA,FWMF,Internacional,20,2001,17.4,4.02,4.02,3.28,0.06,0.11,0.29,0.23,0.06,0.46,0.46,0.40,0.00,0.00,0.06,0.00,0.00,Matches,bf4cbc22
428,Maycon,br BRA,MF,Corinthians,24,1997,8.8,3.41,3.41,1.82,1.14,0.00,0.23,0.23,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Matches,005ca692
429,Mayke,br BRA,DFFW,Palmeiras,29,1992,16.3,3.56,3.56,2.64,0.25,0.18,0.18,0.00,0.31,0.18,0.18,0.12,0.00,0.06,0.00,0.00,0.00,Matches,47431289
430,Bruno Melo,br BRA,DFMF,Corinthians,29,1992,4.9,0.61,0.61,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,41ee21ae
431,Felipe Melo,br BRA,DFMF,Fluminense,38,1983,8.1,1.23,1.23,1.11,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,Matches,b14d84d3
432,Darlan Mendes,br BRA,MFFW,Juventude,23,1998,1.3,3.08,3.03,2.31,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,a86f0d7b
433,Nathan Mendes,br BRA,DF,Coritiba,19,2002,5.0,1.60,1.60,1.40,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,Matches,c5aa7b35
434,Vitor Mendes,br BRA,DF,Juventude,22,1999,18.3,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Matches,3cdbeab9
435,Bruno Méndez,uy URU,DF,Internacional,22,1999,4.8,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,66017b9d
436,Bruno Méndez,uy URU,DF,Corinthians,22,1999,12.6,1.03,1.03,0.63,0.24,0.00,0.16,0.00,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches,66017b9d
437,Stiven Mendoza,co COL,FW,Ceará,29,1992,25.9,3.13,3.13,2.24,0.04,0.19,0.46,0.19,0.00,0.15,0.15,0.08,0.00,0.00,0.08,0.00,0.00,Matches,e68f2cb4
438,Ramon Menezes Roma,br BRA,DF,Atl Goianiense,26,1995,14.0,0.86,0.86,0.71,0.00,0.00,0.14,0.00,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches,eab48ffb
439,Gabriel Menino,br BRA,MF,Palmeiras,21,2000,10.2,5.39,5.40,4.12,0.59,0.00,0.20,0.49,0.00,0.49,0.49,0.39,0.10,0.00,0.00,0.00,0.00,Matches,01819e70
440,Gabriel Mercado,ar ARG,DF,Internacional,34,1987,23.6,0.68,0.68,0.55,0.00,0.00,0.00,0.08,0.04,0.08,0.08,0.04,0.00,0.00,0.00,0.04,0.00,Matches,bf97c188
441,John Mercado,ec ECU,FW,Atl Paranaense,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d97831ad
442,Miguel Merentiel,uy URU,FWMF,Palmeiras,25,1996,2.6,2.31,2.27,1.54,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,307224a2
443,Messias,br BRA,DF,Ceará,27,1994,23.0,0.39,0.39,0.35,0.00,0.00,0.04,0.00,0.00,0.09,0.09,0.04,0.00,0.00,0.04,0.00,0.00,Matches,70bb3170
444,Lucas Mezenga,br BRA,DF,Botafogo (RJ),20,2001,3.1,0.65,0.64,0.32,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d62f5849
445,Michel,br BRA,DF,Ceará,31,1990,11.8,1.10,1.10,0.85,0.08,0.00,0.08,0.08,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches,05384ea1
446,Carlos Miguel,br BRA,GK,Corinthians,23,1998,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,84454067
447,Fernando Miguel,br BRA,GK,Fortaleza,36,1985,20.0,0.15,0.15,0.05,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f1f06658
448,Miranda,br BRA,DF,São Paulo,37,1984,12.8,0.86,0.86,0.55,0.08,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,314f2124
449,Paulo Miranda,br BRA,DF,Juventude,33,1988,16.4,0.61,0.61,0.49,0.00,0.00,0.12,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Matches,93a194e1
450,Paulinho Moccelin,br BRA,MFFW,Juventude,27,1994,4.3,2.56,2.56,0.70,0.70,0.23,0.23,0.47,0.23,0.23,0.23,0.00,0.23,0.00,0.00,0.00,0.00,Matches,d63fb6a8
451,Moisés,br BRA,DF,Internacional,26,1995,6.5,2.00,1.99,1.54,0.00,0.00,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,a40af810
452,Moises,br BRA,FWMF,Fortaleza,25,1996,25.0,3.32,3.32,2.00,0.04,0.60,0.44,0.20,0.04,0.40,0.40,0.24,0.00,0.04,0.08,0.04,0.00,Matches,ddd07a25
453,Rodrigo Moledo,br BRA,DF,Internacional,34,1987,13.5,0.52,0.52,0.22,0.00,0.00,0.22,0.07,0.00,0.07,0.07,0.00,0.00,0.00,0.07,0.00,0.00,Matches,ce536c37
454,Jacob Montes,us USA,MF,Botafogo (RJ),23,1998,1.0,4.00,4.19,3.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,69678c84
455,Moraes,br BRA,DFMF,Juventude,24,1997,15.2,2.30,2.31,1.38,0.53,0.07,0.07,0.20,0.07,0.13,0.13,0.07,0.00,0.00,0.07,0.00,0.00,Matches,9b974a99
456,Airton Moraes,br BRA,GK,América (MG),27,1994,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,5e8682b0
457,Júnior Moraes,ua UKR,FW,Corinthians,34,1987,4.5,1.33,1.34,1.11,0.00,0.00,0.22,0.00,0.00,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,Matches,c43e5e7e
458,Wesley Moraes,br BRA,FW,Internacional,25,1996,3.3,4.55,4.47,3.64,0.00,0.00,0.61,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,bfae110f
459,Morato,br BRA,FWMF,Avaí,29,1992,7.3,3.15,3.15,2.19,0.14,0.41,0.14,0.27,0.00,0.68,0.68,0.27,0.00,0.14,0.14,0.14,0.00,Matches,96b49b3b
460,João Moreira,pt POR,DF,São Paulo,17,2004,3.2,2.81,2.79,2.19,0.00,0.63,0.00,0.00,0.00,0.63,0.62,0.31,0.00,0.31,0.00,0.00,0.00,Matches,b3be99e3
461,Lucas Moreira,br BRA,MFFW,Cuiabá,21,2000,1.4,2.86,2.77,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b9d412ff
462,Gustavo Mosquito,br BRA,FWMF,Corinthians,24,1997,12.6,2.70,2.71,1.35,0.48,0.40,0.08,0.40,0.00,0.32,0.32,0.16,0.08,0.08,0.00,0.00,0.00,Matches,c9ed46c4
463,Hugo Moura,br BRA,MF,Atl Paranaense,24,1998,19.4,1.60,1.59,1.29,0.00,0.00,0.10,0.10,0.10,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches,14100165
464,Alex Muralha,br BRA,GK,Coritiba,32,1989,19.0,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,38082f12
465,Muriqui,br BRA,FWMF,Avaí,35,1986,14.3,2.10,2.09,1.82,0.00,0.00,0.00,0.28,0.00,0.28,0.28,0.14,0.00,0.00,0.00,0.14,0.00,Matches,a55ac46c
466,Andrey Ramos do Nascimento,br BRA,MF,Coritiba,23,1998,5.4,4.81,4.82,3.70,0.00,0.19,0.19,0.56,0.19,0.56,0.56,0.37,0.00,0.00,0.00,0.19,0.00,Matches,eb55ab5a
467,Matheus Nascimento,br BRA,FWMF,Botafogo (RJ),17,2004,6.8,2.21,2.20,1.47,0.00,0.15,0.44,0.15,0.00,0.29,0.29,0.00,0.00,0.00,0.15,0.15,0.00,Matches,e744c3de
468,Natan,br BRA,DF,Bragantino,20,2001,32.0,0.84,0.84,0.78,0.00,0.03,0.03,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Matches,94bccc82
469,Natanael,br BRA,DF,Coritiba,20,2002,16.0,1.38,1.38,1.25,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Matches,0b618504
470,Natanael,br BRA,DFFW,Avaí,31,1990,13.4,1.64,1.64,0.97,0.45,0.15,0.00,0.00,0.07,0.30,0.30,0.22,0.07,0.00,0.00,0.00,0.00,Matches,ed560575
471,Léo Natel,br BRA,FW,Corinthians,24,1997,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,cd8d04a2
472,Nathan,br BRA,DF,Santos,20,2001,6.9,1.45,1.45,1.01,0.00,0.29,0.00,0.14,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches,9fb6420e
473,Nathan,br BRA,MF,Goiás,20,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,eb61284b
474,Nathan,br BRA,MFFW,Fluminense,25,1996,10.7,4.11,4.09,3.18,0.37,0.19,0.37,0.00,0.00,0.65,0.65,0.47,0.00,0.00,0.19,0.00,0.00,Matches,fa00f0c9
475,Nathan,br BRA,FWMF,Avaí,22,1999,1.1,1.82,1.86,0.91,0.00,0.00,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e0d5a5e9
476,Rafael Navarro,br BRA,FWMF,Palmeiras,21,2000,8.0,1.50,1.50,0.75,0.00,0.13,0.38,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4b5ab509
477,Kaiky Naves,br BRA,DFMF,Palmeiras,19,2002,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,621576f9
478,Bruno Nazário,br BRA,MF,Juventude,26,1995,6.5,4.15,4.15,2.46,1.23,0.31,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,dc1d79a5
479,Neílton,br BRA,FWDF,Coritiba,27,1994,0.9,10.0,9.53,4.44,2.22,1.11,0.00,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,689299a6
480,Gabriel Neris,br BRA,MF,Juventude,20,2001,2.4,2.08,2.10,1.25,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,54fe5551
481,Gustavo Nescau,br BRA,FW,Cuiabá,21,2000,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0682693b
482,Rodrigo Nestor,br BRA,MF,São Paulo,21,2000,23.6,3.39,3.39,1.99,0.68,0.13,0.42,0.08,0.08,0.25,0.25,0.21,0.00,0.00,0.04,0.00,0.00,Matches,c04ebe99
483,Gabriel Neves,uy URU,MF,São Paulo,24,1997,6.3,1.75,1.74,1.43,0.00,0.16,0.00,0.00,0.16,0.32,0.32,0.32,0.00,0.00,0.00,0.00,0.00,Matches,2a03fb5f
484,Nicolas,br BRA,FWMF,Goiás,32,1989,11.1,2.88,2.89,2.07,0.09,0.09,0.18,0.36,0.09,0.36,0.36,0.27,0.00,0.00,0.09,0.00,0.00,Matches,0e74a520
485,Nikão,br BRA,FWMF,São Paulo,29,1992,5.8,5.00,4.98,2.76,1.72,0.00,0.00,0.34,0.17,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,Matches,a34bb194
486,Nino,br BRA,DF,Fluminense,24,1997,27.9,1.00,1.00,0.86,0.04,0.00,0.11,0.00,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches,d4fa2207
487,Gabriel Noga,br BRA,DF,Atl Goianiense,20,2002,0.0,,,,,,,,,,,,,,,,,Matches,aa306af5
488,Ygor Nogueira,br BRA,DF,Juventude,26,1995,5.0,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,Matches,38466ef3
489,Nonato,br BRA,MF,Fluminense,23,1998,12.1,3.88,3.88,3.22,0.33,0.00,0.08,0.17,0.08,0.41,0.41,0.33,0.00,0.00,0.08,0.00,0.00,Matches,b91a6912
490,Nonoca,br BRA,MF,Avaí,23,1998,11.5,2.43,2.43,1.83,0.00,0.26,0.09,0.26,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches,06c062d4
491,Gabriel Novaes,br BRA,FWMF,Bragantino,22,1999,4.3,1.63,1.64,0.70,0.00,0.00,0.23,0.70,0.00,0.23,0.23,0.00,0.00,0.00,0.00,0.23,0.00,Matches,297a324a
492,Thales Oleques,br BRA,DF,Avaí,27,1994,6.2,1.94,1.94,1.61,0.32,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,0.00,0.00,0.00,0.00,Matches,a30f8286
493,Bruno Oliveira,br BRA,MFFW,Santos,23,1998,5.0,5.60,5.64,3.40,1.20,0.20,0.00,0.60,0.20,0.40,0.40,0.40,0.00,0.00,0.00,0.00,0.00,Matches,d46904eb
494,Yuri Oliveira Lima,br BRA,MF,Juventude,27,1994,16.8,2.26,2.26,2.14,0.06,0.00,0.06,0.00,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,Matches,bcf3d64e
495,Pedro Oliveira,br BRA,MFFW,Goiás,17,2004,3.3,3.64,3.36,2.73,0.00,0.00,0.30,0.61,0.00,0.61,0.56,0.61,0.00,0.00,0.00,0.00,0.00,Matches,089b56d8
496,Leo Ortiz,br BRA,DF,Bragantino,26,1996,21.4,1.82,1.83,1.59,0.00,0.05,0.14,0.00,0.05,0.33,0.33,0.28,0.00,0.00,0.00,0.00,0.05,Matches,53834fa2
497,Kelvin Osorio,co COL,MFDF,Cuiabá,28,1993,10.5,3.71,3.72,2.57,1.05,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,1247ace9
498,Otávio,br BRA,MF,Atlético Mineiro,27,1994,12.9,0.85,0.85,0.62,0.00,0.08,0.00,0.00,0.16,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches,243f4a0b
499,Luiz Otávio,br BRA,DF,Ceará,33,1988,21.2,0.66,0.69,0.47,0.05,0.00,0.05,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ed976dd9
500,Rómulo Otero,ve VEN,MFFW,Fortaleza,29,1992,2.6,6.15,6.26,3.08,2.31,0.00,0.00,0.77,0.00,0.38,0.39,0.38,0.00,0.00,0.00,0.00,0.00,Matches,96fdc3c0
501,Luis Oyama,br BRA,MF,Botafogo (RJ),25,1997,12.0,2.75,2.74,2.33,0.00,0.25,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ed0c094b
502,Pablo,br BRA,FW,Atl Paranaense,29,1992,16.6,2.59,2.59,1.87,0.00,0.06,0.24,0.30,0.12,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,Matches,1ad394c5
503,Pablo,br BRA,DF,Flamengo,30,1991,21.6,0.51,0.51,0.42,0.00,0.00,0.09,0.00,0.00,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Matches,29d8ad3f
504,Juan Pablo,br BRA,DFMF,Goiás,19,2002,1.9,2.11,2.09,1.58,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f40465af
505,Juan Pablo Ramírez,co COL,MFFW,América (MG),24,1997,4.5,4.22,4.26,2.44,0.00,0.89,0.44,0.22,0.22,0.44,0.45,0.22,0.00,0.22,0.00,0.00,0.00,Matches,20a17a29
506,Bruno Pacheco,br BRA,DF,Ceará,30,1991,26.1,,,,,,,,,,,,,,,,,Matches,9b7976e6
507,Igor Paixão,br BRA,FWMF,Coritiba,21,2000,17.2,4.19,4.18,2.33,0.64,0.64,0.29,0.29,0.00,0.41,0.41,0.29,0.00,0.12,0.00,0.00,0.00,Matches,089c7323
508,Pará,br BRA,MF,Juventude,19,2002,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,5b1cd0cc
509,Nino Paraíba,br BRA,DF,Ceará,36,1986,24.6,3.13,3.13,2.44,0.16,0.24,0.08,0.20,0.00,0.12,0.12,0.08,0.00,0.04,0.00,0.00,0.00,Matches,403ef062
510,Guilherme Parede,br BRA,FWMF,Juventude,26,1995,6.6,,,,,,,,,,,,,,,,,Matches,2da1c94c
511,Weslley Patati,br BRA,FW,Santos,18,2003,0.2,,,,,,,,,,,,,,,,,Matches,0df16cd7
512,Patrick,br BRA,MFFW,São Paulo,29,1992,21.8,2.43,2.43,2.02,0.00,0.09,0.28,0.00,0.05,0.46,0.46,0.28,0.00,0.05,0.09,0.00,0.05,Matches,92add14e
513,Alan Patrick,br BRA,MFFW,Internacional,30,1991,17.5,5.66,5.65,3.71,1.03,0.34,0.46,0.11,0.00,0.69,0.69,0.51,0.06,0.00,0.11,0.00,0.00,Matches,00672021
514,Luan Patrick,br BRA,DF,América (MG),20,2002,9.0,1.67,1.67,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,dd5d1c85
515,Patryck,br BRA,DF,São Paulo,19,2003,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8dcbd7af
516,Giuliano de Paula,br BRA,MF,Corinthians,31,1990,18.4,3.26,3.27,2.66,0.22,0.16,0.11,0.11,0.00,0.27,0.27,0.22,0.00,0.00,0.05,0.00,0.00,Matches,ab1b205d
517,Patrick de Paula,br BRA,MF,Botafogo (RJ),22,1999,11.3,2.12,2.12,1.24,0.09,0.35,0.00,0.27,0.18,0.27,0.27,0.18,0.00,0.00,0.00,0.09,0.00,Matches,9f12fbb7
